,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",United States,6,Texas
1,8,Luke Babbitt,PF,6-9,225,"June 20, 1989",United States,2,Nevada
2,5,Will Barton,SG,6-6,181,"January 6, 1991",United States,R,Memphis
3,88,Nicolas Batum,SF,6-8,230,"December 14, 1988",France,4,
4,18,Victor Claver,SF,6-9,224,"August 30, 1988",Spain,R,
5,19,Joel Freeland,PF,6-10,250,"February 7, 1987",United Kingdom,R,
6,21,JJ Hickson,C,6-9,242,"September 4, 1988",United States,4,NC State
7,1,Jared Jeffries,PF,6-11,230,"November 25, 1981",United States,10,Indiana
8,11,Meyers Leonard,C,7-0,260,"February 27, 1992",United States,R,Illinois
9,0,Damian Lillard,PG,6-2,195,"July 15, 1990",United States,R,Weber State
10,2,Wesley Matthews,SG,6-4,220,"October 14, 1986",United States,3,Marquette
11,6,Eric Maynor,SG,6-3,175,"June 11, 1987",United States,3,VCU
12,3,Sasha Pavlovic,SG,6-8,220,"November 15, 1983",Montenegro,9,
13,24,Ronnie Price,PG,6-2,190,"June 21, 1983",United States,7,"Nicholls State, Utah Valley"
14,4,Nolan Smith,PG,6-2,185,"July 25, 1988",United States,1,Duke
