,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6,Pero Antic,C,6-11,260,"July 29, 1982",North Macedonia,R,
1,14,Gustavo Ayon,C,6-10,250,"April 1, 1985",Mexico,2,
2,42,Elton Brand,C,6-8,275,"March 11, 1979",United States,14,Duke
3,5,DeMarre Carroll,SF,6-6,215,"July 27, 1986",United States,4,"Vanderbilt, Missouri"
4,7,Jared Cunningham,SG,6-4,195,"May 22, 1991",United States,1,Oregon State
5,15,Al Horford,C,6-9,240,"June 3, 1986",Dominican Republic,6,Florida
6,12,John Jenkins,SG,6-4,215,"March 6, 1991",United States,1,Vanderbilt
7,26,Kyle Korver,SG,6-7,212,"March 17, 1981",United States,10,Creighton
8,8,Shelvin Mack,PG,6-3,203,"April 22, 1990",United States,2,Butler
9,20,Cartier Martin,SF,6-7,220,"November 20, 1984",United States,5,Kansas State
10,4,Paul Millsap,PF,6-7,257,"February 10, 1985",United States,7,Louisiana Tech
11,31,Mike Muscala,PF,6-10,240,"July 1, 1991",United States,R,Bucknell
12,2,James Nunnally,SF,6-7,208,"July 14, 1990",United States,R,UC Santa Barbara
13,45,Dexter Pittman,C,6-11,308,"March 2, 1988",United States,3,Texas
14,17,Dennis Schroder,PG,6-3,172,"September 15, 1993",Germany,R,
15,32,Mike Scott,PF,6-7,237,"July 16, 1988",United States,1,Virginia
16,0,Jeff Teague,PG,6-3,195,"June 10, 1988",United States,4,Wake Forest
17,3,Lou Williams,PG,6-1,175,"October 27, 1986",United States,8,
