,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19780,3009,6755,0.445,511,1408,0.363,2498,5347,0.467,1613,2067,0.78,973,2367,3340,1802,609,308,1154,1986,8142
1,Team/G,,241.2,36.7,82.4,0.445,6.2,17.2,0.363,30.5,65.2,0.467,19.7,25.2,0.78,11.9,28.9,40.7,22.0,7.4,3.8,14.1,24.2,99.3
2,Lg Rank,,21,16,8,27.0,21,20,18.0,15,11,28.0,9,13,11.0,6,24,20,7,12,29,14,30,15
3,Year/Year,,-0.4%,-0.6%,0.1%,-0.003,13.1%,7.2%,0.019,-3.0%,-1.6%,-0.007,11.1%,4.4%,0.047,-7.8%,0.2%,-2.3%,2.4%,11.9%,-14.7%,-4.6%,13.6%,2.3%
4,Opponent,82.0,19780,2854,6233,0.458,562,1486,0.378,2292,4747,0.483,1961,2480,0.791,831,2527,3358,1730,616,376,1350,1842,8231
5,Opponent/G,,241.2,34.8,76.0,0.458,6.9,18.1,0.378,28.0,57.9,0.483,23.9,30.2,0.791,10.1,30.8,41.0,21.1,7.5,4.6,16.5,22.5,100.4
6,Lg Rank,,21,4,1,16.0,17,15,23.0,3,2,14.0,30,30,28.0,5,20,14,15,17,11,1,5,16
7,Year/Year,,-0.4%,-9.3%,-5.0%,-0.022,-4.4%,-2.9%,-0.006,-10.4%,-5.7%,-0.026,19.6%,15.8%,0.025,-4.7%,2.6%,0.7%,-9.6%,-4.8%,-6.9%,20.0%,6.7%,-3.4%
