,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,35,47,36,46,-1.62,-0.06,-1.68,105.1,106.8,96.0,0.232,0.255,0.5,12.8,23.1,0.175,0.513,13.8,76.5,0.215,Amway Center,719275
1,Lg Rank,20,11,19,19,19.0,18.0,19.0,21.0,16.0,12.0,30.0,23.0,16.0,14.0,22.0,30.0,20.0,10.0,12.0,19.0,,17
