,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,41,41,39,43,-0.6,0.36,-0.24,105.9,106.5,94.1,0.242,0.236,0.506,13.0,21.8,0.192,0.492,13.3,73.1,0.227,American Airlines Center,821490
1,Lg Rank,16,14,17,17,17.0,8.0,16.0,14.0,19.0,7.0,26.0,15.0,11.0,5.0,28.0,24.0,10.0,20.0,22.0,28.0,,2
