,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19930,2840,6461,0.44,439,1267,0.346,2401,5194,0.462,1569,2044,0.768,1024,2564,3588,1506,594,493,1276,1602,7688
1,Team/G,,243.0,34.6,78.8,0.44,5.4,15.5,0.346,29.3,63.3,0.462,19.1,24.9,0.768,12.5,31.3,43.8,18.4,7.2,6.0,15.6,19.5,93.8
2,Lg Rank,,1,23,24,19.0,12,12,16.0,24,23,13.0,11,11,12.0,8,4,6,28,23,5,21,1,21
3,Year/Year,,-0.3%,0.1%,-2.5%,0.012,-11.5%,-14.4%,0.011,2.6%,0.9%,0.008,11.9%,8.0%,0.027,-0.1%,6.3%,4.4%,1.6%,10.6%,10.8%,10.4%,8.5%,1.5%
4,Opponent,82.0,19930,2891,6681,0.433,386,1113,0.347,2505,5568,0.45,1399,1805,0.775,979,2353,3332,1683,663,381,1082,1794,7567
5,Opponent/G,,243.0,35.3,81.5,0.433,4.7,13.6,0.347,30.5,67.9,0.45,17.1,22.0,0.775,11.9,28.7,40.6,20.5,8.1,4.6,13.2,21.9,92.3
6,Lg Rank,,1,13,17,5.0,7,6,15.0,14,22,5.0,7,4,29.0,17,4,6,7,18,9,28,14,8
7,Year/Year,,-0.3%,-9.4%,-2.8%,-0.031,4.3%,8.3%,-0.013,-11.2%,-4.8%,-0.033,14.6%,11.2%,0.023,-6.3%,-6.1%,-6.2%,-8.4%,15.1%,-8.2%,9.5%,8.9%,-5.1%
