,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,3221,6931,0.465,709,1885,0.376,2512,5046,0.498,1467,1811,0.81,742,2702,3444,1844,669,409,1130,1597,8618
1,Team/G,,242.1,39.3,84.5,0.465,8.6,23.0,0.376,30.6,61.5,0.498,17.9,22.1,0.81,9.0,33.0,42.0,22.5,8.2,5.0,13.8,19.5,105.1
2,Lg Rank,,7,15,20,10.0,23,27,4.0,9,9,17.0,16,23,2.0,23,21,26,16,9,9,16,13,15
3,Year/Year,,-0.1%,2.5%,-0.8%,0.015,6.9%,-0.2%,0.025,1.3%,-1.0%,0.011,2.6%,-3.3%,0.046,-12.4%,-2.8%,-5.0%,5.9%,-9.8%,4.6%,-7.3%,-2.7%,2.9%
4,Opponent,82.0,19855,3115,6909,0.451,849,2389,0.355,2266,4520,0.501,1557,1974,0.789,879,2751,3630,1832,661,407,1225,1599,8636
5,Opponent/G,,242.1,38.0,84.3,0.451,10.4,29.1,0.355,27.6,55.1,0.501,19.0,24.1,0.789,10.7,33.5,44.3,22.3,8.1,5.0,14.9,19.5,105.3
6,Lg Rank,,7,7,11,10.0,25,25,13.0,5,6,12.0,24,20,30.0,24,19,21,11,20,16,6,20,14
7,Year/Year,,-0.1%,1.6%,-0.8%,0.011,25.0%,17.4%,0.022,-5.0%,-8.3%,0.017,9.0%,3.8%,0.038,0.2%,-0.8%,-0.6%,7.3%,4.3%,11.2%,-5.6%,-4.6%,4.8%
