,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,2975,6640,0.448,245,787,0.311,2730,5853,0.466,1746,2253,0.775,1042,2415,3457,1771,844,284,1212,1804,7941
1,Team/G,,242.1,36.3,81.0,0.448,3.0,9.6,0.311,33.3,71.4,0.466,21.3,27.5,0.775,12.7,29.5,42.2,21.6,10.3,3.5,14.8,22.0,96.8
2,Lg Rank,,10,11,15,10.0,27,28,28.0,3,2,10.0,3,4,8.0,7,20,16,15,1,28,16,19,9
3,Year/Year,,0.6%,6.1%,3.2%,0.012,14.5%,10.1%,0.012,5.4%,2.3%,0.014,6.5%,7.1%,-0.004,-4.6%,-4.7%,-4.7%,8.1%,19.7%,-21.8%,-3.5%,9.7%,6.4%
4,Opponent,82.0,19855,2876,6363,0.452,453,1278,0.354,2423,5085,0.476,1547,2035,0.76,908,2400,3308,1809,639,521,1405,1885,7752
5,Opponent/G,,242.1,35.1,77.6,0.452,5.5,15.6,0.354,29.5,62.0,0.476,18.9,24.8,0.76,11.1,29.3,40.3,22.1,7.8,6.4,17.1,23.0,94.5
6,Lg Rank,,10,11,5,23.0,22,21,18.0,7,5,24.0,18,18,17.0,4,7,5,18,12,28,1,7,15
7,Year/Year,,0.6%,3.8%,-2.1%,0.026,3.4%,-3.3%,0.023,3.9%,-1.8%,0.026,14.6%,13.2%,0.009,-7.4%,2.2%,-0.6%,2.3%,-2.3%,13.8%,16.3%,3.2%,5.8%
