,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,10,Leandro Barbosa,PG,6-3,194,"November 28, 1982",Brazil,10,
1,2,Eric Bledsoe,PG,6-1,214,"December 9, 1989",United States,3,Kentucky
2,25,Dionte Christmas,SF,6-5,205,"September 15, 1986",United States,R,Temple
3,1,Goran Dragic,SG,6-3,190,"May 6, 1986",Slovenia,5,
4,8,Channing Frye,PF,7-0,255,"May 17, 1983",United States,7,Arizona
5,20,Archie Goodwin,SG,6-5,200,"August 17, 1994",United States,R,Kentucky
6,14,Gerald Green,SG,6-6,205,"January 26, 1986",United States,6,
7,55,Viacheslav Kravtsov,C,7-0,260,"August 25, 1987",Ukraine,1,
8,21,Alex Len,C,7-0,250,"June 16, 1993",Ukraine,R,Maryland
9,15,Marcus Morris,SF,6-8,218,"September 2, 1989",United States,2,Kansas
10,11,Markieff Morris,PF,6-9,245,"September 2, 1989",United States,2,Kansas
11,22,Miles Plumlee,C,6-11,249,"September 1, 1988",United States,1,Duke
12,43,Shavlik Randolph,PF,6-10,240,"November 24, 1983",United States,6,Duke
13,3,Ish Smith,PG,6-0,175,"July 5, 1988",United States,3,Wake Forest
14,17,PJ Tucker,SF,6-5,245,"May 5, 1985",United States,2,Texas
