,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,89,Lou Amundson,PF,6-9,220,"December 7, 1982",United States,8,UNLV
1,5,Will Cherry,PG,6-0,185,"February 8, 1991",United States,R,Montana
2,8,Matthew Dellavedova,SG,6-3,200,"September 8, 1990",Australia,1,Saint Mary's
3,12,Joe Harris,SG,6-6,220,"September 6, 1991",United States,R,Virginia
4,33,Brendan Haywood,C,7-0,268,"November 27, 1979",United States,12,UNC
5,2,Kyrie Irving,PG,6-2,195,"March 23, 1992",Australia,3,Duke
6,23,LeBron James,SF,6-9,250,"December 30, 1984",United States,11,
7,1,James Jones,SF,6-8,218,"October 4, 1980",United States,11,Miami (FL)
8,53,Alex Kirk,C,7-0,245,"November 14, 1991",United States,R,New Mexico
9,0,Kevin Love,PF,6-8,251,"September 7, 1988",United States,6,UCLA
10,31,Shawn Marion,SF,6-7,220,"May 7, 1978",United States,15,"Vincennes University, UNLV"
11,18,Mike Miller,SF,6-8,218,"February 19, 1980",United States,14,Florida
12,20,Timofey Mozgov,C,7-1,275,"July 16, 1986",Russia,4,
13,3,Kendrick Perkins,C,6-10,270,"November 10, 1984",United States,11,
14,21,AJ Price,PG,6-2,181,"October 7, 1986",United States,5,UConn
15,4,Iman Shumpert,SG,6-5,215,"June 26, 1990",United States,3,Georgia Tech
16,5,JR Smith,SG,6-6,225,"September 9, 1985",United States,10,
17,13,Tristan Thompson,PF,6-9,254,"March 13, 1991",Canada,3,Texas
18,17,Anderson Varejao,C,6-10,273,"September 28, 1982",Brazil,10,
19,3,Dion Waiters,SG,6-3,215,"December 10, 1991",United States,2,Syracuse
