,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,72.0,17355,2971,6344,0.468,1205,3098,0.389,1766,3246,0.544,1235,1546,0.799,765,2709,3474,1703,474,371,1023,1335,8382
1,Team/G,,241.0,41.3,88.1,0.468,16.7,43.0,0.389,24.5,45.1,0.544,17.2,21.5,0.799,10.6,37.6,48.3,23.7,6.6,5.2,14.2,18.5,116.4
2,Lg Rank,,19,17,18,16.0,1,1,4.0,30,30,9.0,12,14,8.0,4,2,1,23,29,8,18,8,4
3,Year/Year,,0.0%,2.9%,3.5%,-0.003,25.1%,22.1%,0.009,-8.2%,-9.7%,0.009,-3.4%,-5.8%,0.02,16.6%,5.1%,7.5%,5.4%,8.2%,27.1%,-6.1%,-9.1%,4.6%
4,Opponent,72.0,17355,2943,6581,0.447,783,2293,0.341,2160,4288,0.504,1047,1364,0.768,706,2362,3068,1604,554,282,827,1365,7716
5,Opponent/G,,241.0,40.9,91.4,0.447,10.9,31.8,0.341,30.0,59.6,0.504,14.5,18.9,0.768,9.8,32.8,42.6,22.3,7.7,3.9,11.5,19.0,107.2
6,Lg Rank,,19,12,27,2.0,1,3,2.0,25,29,1.0,2,2,7.0,15,5,7,1,19,3,30,17,3
7,Year/Year,,0.0%,0.4%,2.6%,-0.009,-0.9%,2.6%,-0.012,0.9%,2.5%,-0.008,-11.6%,-11.7%,0.001,2.6%,-1.0%,-0.2%,3.6%,-2.1%,-14.3%,-7.0%,-9.1%,-1.5%
