,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,73.0,17745,3069,6488,0.473,801,2234,0.359,2268,4254,0.533,1185,1526,0.777,786,2436,3222,1952,586,337,1005,1485,8124
1,Team/G,,243.1,42.0,88.9,0.473,11.0,30.6,0.359,31.1,58.3,0.533,16.2,20.9,0.777,10.8,33.4,44.1,26.7,8.0,4.6,13.8,20.3,111.3
2,Lg Rank,,3,8,15,4.0,24,26,15.0,5,6,6.0,25,26,16.0,5,24,20,4,9,19,7,11,19
3,Year/Year,,1.0%,0.2%,-1.3%,0.007,-0.4%,-2.4%,0.007,0.5%,-0.7%,0.006,2.9%,0.0%,0.021,-9.2%,-3.4%,-4.9%,-2.3%,3.8%,4.3%,2.4%,1.5%,0.6%
4,Opponent,73.0,17745,2919,6311,0.463,885,2473,0.358,2034,3838,0.53,1247,1643,0.759,736,2377,3113,1852,525,324,1041,1494,7970
5,Opponent/G,,243.1,40.0,86.5,0.463,12.1,33.9,0.358,27.9,52.6,0.53,17.1,22.5,0.759,10.1,32.6,42.6,25.4,7.2,4.4,14.3,20.5,109.2
6,Lg Rank,,3,11,5,15.0,12,15,17.0,10,8,18.0,10,12,6.0,12,1,4,24,10,8,17,17,11
7,Year/Year,,1.0%,1.0%,0.1%,0.004,12.1%,6.1%,0.019,-3.1%,-3.5%,0.002,2.1%,1.3%,0.006,3.5%,-0.6%,0.4%,3.2%,-3.3%,-10.6%,5.4%,0.2%,2.3%
