,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,1989-90,22.0,MIA,NBA,PF,63.0,884.0,9.0,0.496,0.004,0.332,11.2,17.7,14.3,3.9,1.3,1.9,18.5,16.8,-0.4,0.9,0.5,0.029,-5.1,-0.5,-5.7,-0.8
1,1990-91,23.0,MIA,NBA,PF,55.0,996.0,11.7,0.516,0.008,0.525,11.8,18.2,14.9,5.5,0.9,1.7,11.0,13.4,1.0,1.0,2.0,0.095,-1.6,-0.5,-2.1,0.0
2,1991-92,24.0,DAL,NBA,PF,68.0,2149.0,12.4,0.528,0.009,0.537,11.0,22.7,16.6,4.0,0.6,0.8,15.1,15.5,1.3,1.8,3.1,0.069,-1.9,-1.5,-3.4,-0.8
3,1992-93,25.0,DAL,NBA,PF,75.0,2462.0,11.7,0.484,0.009,0.326,10.4,21.3,15.4,4.3,0.7,0.7,14.0,19.0,-0.6,0.5,-0.1,-0.002,-1.8,-3.0,-4.8,-1.7
4,1993-94,26.0,DAL,NBA,PF,15.0,286.0,9.6,0.436,0.0,0.203,11.0,18.7,14.5,3.0,1.6,0.2,7.2,10.3,0.2,0.2,0.4,0.059,-2.2,-1.1,-3.3,-0.1
5,1994-95,27.0,DAL,NBA,PF,46.0,580.0,8.1,0.493,0.018,0.584,11.1,18.3,14.5,2.4,0.5,0.4,17.4,12.2,0.1,0.4,0.5,0.039,-4.2,-1.6,-5.8,-0.6
6,1995-96,28.0,DAL,NBA,PF,28.0,501.0,10.0,0.532,0.0,0.435,8.3,17.0,12.2,6.2,1.0,0.6,16.3,12.8,0.3,0.3,0.5,0.052,-3.7,-1.0,-4.7,-0.3
7,1997-98,30.0,WAS,NBA,PF,74.0,1705.0,10.5,0.524,0.004,0.465,13.5,18.7,16.0,2.5,1.3,1.0,15.4,9.5,1.8,1.9,3.6,0.103,-2.2,-0.5,-2.7,-0.3
8,1998-99,31.0,WAS,NBA,C,37.0,578.0,10.6,0.579,0.0,0.413,9.9,18.4,14.0,2.7,1.0,0.4,12.8,9.9,0.9,0.4,1.4,0.113,-1.7,-0.6,-2.3,0.0
9,2000-01,33.0,DEN,NBA,PF,19.0,228.0,6.7,0.476,0.0,0.88,11.3,14.0,12.6,4.4,0.2,0.3,12.6,7.8,0.2,0.0,0.2,0.051,-3.7,-1.8,-5.6,-0.2
10,Career,,,NBA,,480.0,10369.0,10.9,0.507,0.007,0.425,11.2,19.8,15.3,3.9,0.9,0.9,14.6,14.3,4.8,7.4,12.1,0.056,-2.4,-1.4,-3.9,-4.9
11,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,5 seasons,,DAL,NBA,,232.0,5978.0,11.3,0.501,0.009,0.413,10.5,21.0,15.5,4.1,0.7,0.7,14.6,16.1,1.3,3.1,4.4,0.035,-2.3,-2.1,-4.3,-3.5
13,2 seasons,,MIA,NBA,,118.0,1880.0,10.4,0.506,0.006,0.424,11.5,17.9,14.6,4.8,1.1,1.8,15.0,15.0,0.6,1.9,2.5,0.064,-3.2,-0.5,-3.8,-0.9
14,2 seasons,,WAS,NBA,,111.0,2283.0,10.5,0.538,0.003,0.451,12.6,18.6,15.5,2.5,1.2,0.8,14.7,9.6,2.7,2.3,5.0,0.105,-2.0,-0.6,-2.6,-0.3
15,1 season,,DEN,NBA,,19.0,228.0,6.7,0.476,0.0,0.88,11.3,14.0,12.6,4.4,0.2,0.3,12.6,7.8,0.2,0.0,0.2,0.051,-3.7,-1.8,-5.6,-0.2
