,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,LaMarcus Aldridge,C,6-11,250,"July 19, 1985",United States,R,Texas
1,2,Dan Dickau,PG,6-0,190,"September 16, 1978",United States,4,"Washington, Gonzaga"
2,3,Juan Dixon,SG,6-3,164,"October 9, 1978",United States,4,Maryland
3,24,Stephen Graham,SG,6-6,215,"June 11, 1982",United States,1,"Central Florida, Oklahoma State"
4,1,Jarrett Jack,PG,6-3,200,"October 28, 1983",United States,1,Georgia Tech
5,0,Fred Jones,SG,6-4,210,"March 11, 1979",United States,4,Oregon
6,9,Raef LaFrentz,PF,6-11,240,"May 29, 1976",United States,8,Kansas
7,21,Jamaal Magloire,C,6-11,259,"May 21, 1978",Canada,6,Kentucky
8,25,Travis Outlaw,PF,6-9,210,"September 18, 1984",United States,3,
9,10,Joel Przybilla,C,7-1,255,"October 10, 1979",United States,6,Minnesota
10,50,Zach Randolph,PF,6-9,250,"July 16, 1981",United States,5,Michigan State
11,3,Jeremy Richardson,SF,6-6,185,"February 11, 1984",United States,R,Delta State University
12,11,Sergio Rodriguez,PG,6-3,176,"June 12, 1986",Spain,R,
13,7,Brandon Roy,SG,6-6,215,"July 23, 1984",United States,R,Washington
14,24,Luke Schenscher,C,7-1,255,"December 31, 1982",Australia,1,Georgia Tech
15,5,Ime Udoka,SF,6-6,215,"August 9, 1977",United States,2,"San Francisco, Portland State"
16,8,Martell Webster,SF,6-7,230,"December 4, 1986",United States,1,
