,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,13,Maurice Ager,SG,6-5,202,"February 9, 1984",United States,R,Michigan State
1,11,JJ Barea,PG,5-10,180,"June 26, 1984",Puerto Rico,R,Northeastern University
2,1,Greg Buckner,SG,6-4,210,"September 16, 1976",United States,7,Clemson
3,44,Austin Croshere,PF,6-9,235,"May 1, 1975",United States,9,Providence
4,25,Erick Dampier,C,6-11,265,"July 14, 1975",United States,10,Mississippi State
5,7,DeSagana Diop,C,7-0,300,"January 30, 1982",Senegal,5,
6,40,Devean George,SF,6-8,220,"August 29, 1977",United States,7,Augsburg College
7,34,Devin Harris,PG,6-3,185,"February 27, 1983",United States,2,Wisconsin
8,5,Josh Howard,SF,6-7,210,"April 28, 1980",United States,3,Wake Forest
9,28,Didier Ilunga-Mbenga,C,7-0,245,"December 30, 1980",Congo - Kinshasa,2,
10,8,Anthony Johnson,PG,6-3,190,"October 2, 1974",United States,9,College of Charleston
11,21,Pops Mensah-Bonsu,PF,6-9,240,"September 7, 1983",United Kingdom,R,George Washington
12,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",Germany,8,
13,42,Jerry Stackhouse,SF,6-6,218,"November 5, 1974",United States,11,UNC
14,31,Jason Terry,SG,6-2,185,"September 15, 1977",United States,7,Arizona
15,45,Kevin Willis,PF,7-0,220,"September 6, 1962",United States,20,Michigan State
