,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,37,45,38,44,-1.07,-0.3,-1.38,104.8,106.0,94.7,0.3,0.244,0.486,14.1,25.9,0.235,0.487,12.8,74.1,0.237,Conseco Fieldhouse,555077
1,Lg Rank,19,12,19,19,19.0,25.0,19.0,23.0,12.0,6.0,12.0,9.0,23.0,24.0,17.0,8.0,7.0,22.0,15.0,22.0,,30
