,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,8,Antonio Anderson,SF,6-6,215,"June 5, 1985",United States,R,Memphis
1,40,Ryan Bowen,SF,6-7,215,"November 20, 1975",United States,9,Iowa
2,4,Nick Collison,C,6-10,255,"October 26, 1980",United States,5,Kansas
3,35,Kevin Durant,SF,6-10,240,"September 29, 1988",United States,2,Texas
4,22,Jeff Green,PF,6-8,235,"August 28, 1986",United States,2,Georgetown
5,13,James Harden,SG,6-5,220,"August 26, 1989",United States,R,Arizona State
6,9,Serge Ibaka,PF,6-10,235,"September 18, 1989",Congo - Brazzaville,R,
7,12,Nenad Krstic,C,7-0,240,"July 25, 1983",Serbia,5,
8,14,Shaun Livingston,PG,6-7,192,"September 11, 1985",United States,4,
9,6,Eric Maynor,PG,6-3,175,"June 11, 1987",United States,R,VCU
10,23,Byron Mullens,PF,7-0,275,"February 14, 1989",United States,R,Ohio State
11,7,Kevin Ollie,PG,6-4,195,"December 27, 1972",United States,12,UConn
12,2,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",Switzerland,3,
13,36,Etan Thomas,C,6-9,256,"April 1, 1978",United States,7,Syracuse
14,5,Kyle Weaver,SG,6-6,201,"February 18, 1986",United States,1,Washington State
15,0,Russell Westbrook,PG,6-3,200,"November 12, 1988",United States,1,UCLA
16,3,DJ White,PF,6-9,251,"August 31, 1986",United States,1,Indiana
17,29,Mike Wilks,PG,5-10,185,"May 7, 1979",United States,6,Rice University
