,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,34,Jason Collins,C,7-0,255,"December 2, 1978",United States,10,Stanford
1,25,Erick Dampier,C,6-11,265,"July 14, 1975",United States,15,Mississippi State
2,33,Willie Green,SG,6-4,200,"July 28, 1981",United States,8,Detroit Mercy
3,6,Kirk Hinrich,SG,6-4,190,"January 2, 1981",United States,8,Kansas
4,15,Al Horford,C,6-9,240,"June 3, 1986",Dominican Republic,4,Florida
5,44,Ivan Johnson,PF,6-8,230,"April 10, 1984",United States,R,"Oregon, Cal State San Bernardino"
6,2,Joe Johnson,SG,6-7,240,"June 29, 1981",United States,10,Arkansas
7,1,Tracy McGrady,SF,6-8,210,"May 24, 1979",United States,14,
8,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",Georgia,8,
9,7,Jannero Pargo,PG,6-1,175,"October 22, 1979",United States,7,Arkansas
10,77,Vladimir Radmanovic,SF,6-10,227,"November 19, 1980",Bosnia & Herzegovina,10,
11,12,Donald Sloan,PG,6-3,205,"January 15, 1988",United States,R,Texas A&M
12,5,Josh Smith,PF,6-9,225,"December 5, 1985",United States,7,
13,42,Jerry Stackhouse,SF,6-6,218,"November 5, 1974",United States,16,UNC
14,0,Jeff Teague,PG,6-3,195,"June 10, 1988",United States,2,Wake Forest
15,24,Marvin Williams,SF,6-8,237,"June 19, 1986",United States,6,UNC
