,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2014-15,24.0,TOT,NBA,PG,11.0,239.0,8.1,0.406,0.279,0.344,2.6,10.2,6.3,39.4,1.7,0.0,26.2,17.5,-0.3,0.2,-0.1,-0.017,-4.5,-0.7,-5.2,-0.2
1,2014-15,24.0,PHI,NBA,PG,6.0,171.0,5.9,0.343,0.256,0.349,2.4,10.0,6.0,40.4,1.8,0.0,26.6,17.2,-0.4,0.1,-0.3,-0.071,-5.6,-1.3,-6.9,-0.2
2,2014-15,24.0,POR,NBA,PG,5.0,68.0,13.7,0.557,0.333,0.333,3.2,10.8,7.1,36.7,1.5,0.0,25.3,18.2,0.1,0.1,0.2,0.119,-1.8,1.0,-0.8,0.0
3,2015-16,25.0,TOT,NBA,PG,51.0,741.0,13.9,0.499,0.21,0.323,3.8,12.8,8.2,33.3,2.2,0.2,19.9,19.4,0.4,0.5,1.0,0.062,-1.5,-0.5,-2.0,0.0
4,2015-16,25.0,POR,NBA,PG,35.0,272.0,4.7,0.383,0.283,0.25,4.4,11.2,7.8,21.3,1.8,0.3,28.8,15.0,-0.5,0.2,-0.3,-0.051,-6.3,-0.4,-6.8,-0.3
5,2015-16,25.0,NOP,NBA,PG,16.0,469.0,19.1,0.539,0.183,0.349,3.4,13.7,8.4,40.3,2.4,0.2,16.3,22.0,0.9,0.3,1.2,0.128,1.3,-0.6,0.8,0.3
6,2016-17,26.0,NOP,NBA,PG,65.0,1525.0,12.4,0.504,0.317,0.319,2.3,9.7,6.0,31.4,1.8,0.3,18.0,16.3,1.0,1.4,2.4,0.075,-2.5,-0.2,-2.7,-0.3
7,2017-18,27.0,WAS,NBA,PG,59.0,838.0,11.3,0.475,0.326,0.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1.0,1.4,0.08,-2.8,1.8,-0.9,0.2
8,2018-19,28.0,TOT,NBA,PG,59.0,1120.0,11.7,0.544,0.387,0.207,3.9,11.5,7.7,27.6,1.2,0.4,21.1,13.3,1.3,0.7,2.0,0.084,-1.4,-0.4,-1.8,0.1
9,2018-19,28.0,NOP,NBA,PG,47.0,909.0,11.6,0.552,0.395,0.21,3.7,11.8,7.8,28.0,1.3,0.4,22.0,12.3,1.1,0.4,1.5,0.081,-1.2,-0.2,-1.3,0.2
10,2018-19,28.0,MIL,NBA,PG,12.0,211.0,11.8,0.523,0.364,0.197,4.6,10.0,7.5,26.0,1.1,0.4,18.2,17.4,0.2,0.3,0.4,0.097,-2.4,-1.2,-3.6,-0.1
11,2019-20,29.0,DET,NBA,PG,27.0,355.0,9.8,0.464,0.319,0.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,-0.1,0.2,0.1,0.016,-3.0,-1.6,-4.6,-0.2
12,2020-21,30.0,MEM,NBA,PG,5.0,62.0,-0.5,0.177,0.4,0.3,0.0,13.8,6.8,30.8,1.5,1.5,15.0,18.1,-0.3,0.1,-0.2,-0.169,-10.8,-2.0,-12.9,-0.2
13,Career,,,NBA,,277.0,4880.0,11.7,0.494,0.313,0.272,2.9,11.1,7.0,31.5,1.9,0.4,20.8,15.6,2.4,4.1,6.5,0.064,-2.4,-0.1,-2.5,-0.6
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3 seasons,,NOP,NBA,,128.0,2903.0,13.2,0.523,0.307,0.298,2.9,11.0,6.9,31.8,1.7,0.3,18.6,16.0,3.0,2.2,5.2,0.085,-1.4,-0.3,-1.7,0.2
16,1 season,,WAS,NBA,,59.0,838.0,11.3,0.475,0.326,0.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1.0,1.4,0.08,-2.8,1.8,-0.9,0.2
17,2 seasons,,POR,NBA,,40.0,340.0,6.5,0.424,0.295,0.269,4.1,11.1,7.6,24.3,1.8,0.2,28.0,15.7,-0.4,0.3,-0.1,-0.017,-5.4,-0.2,-5.6,-0.3
18,1 season,,DET,NBA,,27.0,355.0,9.8,0.464,0.319,0.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,-0.1,0.2,0.1,0.016,-3.0,-1.6,-4.6,-0.2
19,1 season,,MIL,NBA,,12.0,211.0,11.8,0.523,0.364,0.197,4.6,10.0,7.5,26.0,1.1,0.4,18.2,17.4,0.2,0.3,0.4,0.097,-2.4,-1.2,-3.6,-0.1
20,1 season,,PHI,NBA,,6.0,171.0,5.9,0.343,0.256,0.349,2.4,10.0,6.0,40.4,1.8,0.0,26.6,17.2,-0.4,0.1,-0.3,-0.071,-5.6,-1.3,-6.9,-0.2
21,1 season,,MEM,NBA,,5.0,62.0,-0.5,0.177,0.4,0.3,0.0,13.8,6.8,30.8,1.5,1.5,15.0,18.1,-0.3,0.1,-0.2,-0.169,-10.8,-2.0,-12.9,-0.2
