,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,3009,6715,0.448,673,1904,0.353,2336,4811,0.486,1304,1680,0.776,874,2474,3348,1784,538,353,1203,1518,7995
1,Team/G,,242.1,36.7,81.9,0.448,8.2,23.2,0.353,28.5,58.7,0.486,15.9,20.5,0.776,10.7,30.2,40.8,21.8,6.6,4.3,14.7,18.5,97.5
2,Lg Rank,,7,18,11,16.0,6,4,20.0,25,24,12.0,23,24,6.0,23,18,24,18,28,26,16,7,15
3,Year/Year,,0.1%,0.8%,-0.2%,0.005,13.3%,10.9%,0.008,-2.3%,-4.0%,0.009,-7.4%,-5.0%,-0.02,-4.3%,2.2%,0.4%,6.4%,-18.0%,-11.8%,3.6%,-2.3%,0.3%
4,Opponent,82.0,19855,3224,6807,0.474,521,1531,0.34,2703,5276,0.512,1286,1690,0.761,901,2578,3479,1944,691,359,1074,1537,8255
5,Opponent/G,,242.1,39.3,83.0,0.474,6.4,18.7,0.34,33.0,64.3,0.512,15.7,20.6,0.761,11.0,31.4,42.4,23.7,8.4,4.4,13.1,18.7,100.7
6,Lg Rank,,7,29,19,29.0,6,10,3.0,30,25,29.0,6,6,24.0,11,17,17,26,26,8,28,26,21
7,Year/Year,,0.1%,4.8%,2.4%,0.011,-5.1%,1.3%,-0.023,7.0%,2.8%,0.02,-2.5%,-4.3%,0.014,-0.7%,0.6%,0.3%,12.4%,11.5%,-8.0%,-12.0%,-5.3%,2.9%
