,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19955,3034,6646,0.457,582,1631,0.357,2452,5015,0.489,1411,1871,0.754,828,2411,3239,1671,651,451,1026,1696,8061
1,Team/G,,243.4,37.0,81.0,0.457,7.1,19.9,0.357,29.9,61.2,0.489,17.2,22.8,0.754,10.1,29.4,39.5,20.4,7.9,5.5,12.5,20.7,98.3
2,Lg Rank,,1,13,15,16.0,11,9,22.0,17,19,12.0,27,24,23.0,26,22,28,18,5,5,3,16,18
3,Year/Year,,0.6%,8.0%,4.9%,0.013,18.5%,18.8%,-0.001,5.8%,1.0%,0.022,2.0%,-1.7%,0.027,11.4%,2.9%,5.0%,1.6%,10.5%,27.0%,-14.6%,1.6%,7.6%
4,Opponent,82.0,19955,2920,6412,0.455,591,1519,0.389,2329,4893,0.476,1609,2086,0.771,896,2536,3432,1646,528,335,1246,1632,8040
5,Opponent/G,,243.4,35.6,78.2,0.455,7.2,18.5,0.389,28.4,59.7,0.476,19.6,25.4,0.771,10.9,30.9,41.9,20.1,6.4,4.1,15.2,19.9,98.0
6,Lg Rank,,1,8,8,13.0,25,18,28.0,6,7,9.0,19,20,18.0,17,21,21,10,6,5,6,26,12
7,Year/Year,,0.6%,-3.6%,-1.0%,-0.012,7.1%,1.5%,0.02,-6.0%,-1.7%,-0.021,1.2%,-0.9%,0.016,-2.2%,-3.1%,-2.9%,-9.4%,-16.3%,-1.8%,6.9%,-1.1%,-2.0%
