,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19880,2960,6554,0.452,529,1443,0.367,2431,5111,0.476,1510,2115,0.714,892,2440,3332,1748,614,402,1204,1777,7959
1,Team/G,,242.4,36.1,79.9,0.452,6.5,17.6,0.367,29.6,62.3,0.476,18.4,25.8,0.714,10.9,29.8,40.6,21.3,7.5,4.9,14.7,21.7,97.1
2,Lg Rank,,3,24,20,17.0,16,16,12.0,20,19,17.0,18,11,29.0,20,22,26,16,13,10,22,21,19
3,Year/Year,,-0.6%,0.0%,-1.3%,0.006,15.8%,12.7%,0.01,-2.9%,-4.7%,0.009,-3.7%,-1.0%,-0.02,-3.0%,4.0%,2.0%,-4.8%,-3.8%,8.9%,-1.6%,-10.5%,0.2%
4,Opponent,82.0,19880,3115,6684,0.466,517,1456,0.355,2598,5228,0.497,1571,2102,0.747,999,2588,3587,1785,625,476,1177,1721,8318
5,Opponent/G,,242.4,38.0,81.5,0.466,6.3,17.8,0.355,31.7,63.8,0.497,19.2,25.6,0.747,12.2,31.6,43.7,21.8,7.6,5.8,14.4,21.0,101.4
6,Lg Rank,,3,20,19,22.0,12,12,8.0,23,18,24.0,18,19,6.0,27,23,24,13,20,30,9,17,20
7,Year/Year,,-0.6%,3.9%,3.6%,0.001,14.4%,16.9%,-0.008,2.0%,0.4%,0.008,-12.8%,-12.6%,-0.002,7.5%,1.0%,2.7%,4.0%,3.6%,8.9%,-9.2%,-3.6%,0.8%
