,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Ryan Anderson,PF,6-9,240,"May 6, 1988",United States,8,California
1,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",United States,12,UCLA
2,2,Patrick Beverley,SG,6-1,180,"July 12, 1988",United States,4,Arkansas
3,33,Corey Brewer,SF,6-9,186,"March 5, 1986",United States,9,Florida
4,8,Bobby Brown,PG,6-2,175,"September 24, 1984",United States,2,Cal State Fullerton
5,15,Clint Capela,C,6-10,240,"May 18, 1994",Switzerland,2,
6,7,Sam Dekker,PF,6-9,230,"May 6, 1994",United States,1,Wisconsin
7,6,Tyler Ennis,PG,6-3,194,"August 24, 1994",Canada,2,Syracuse
8,10,Eric Gordon,SG,6-3,215,"December 25, 1988",United States,8,Indiana
9,13,James Harden,PG,6-5,220,"August 26, 1989",United States,7,Arizona State
10,5,Montrezl Harrell,C,6-7,240,"January 26, 1994",United States,1,Louisville
11,42,Nene Hilario,C,6-11,250,"September 13, 1982",Brazil,14,
12,32,KJ McDaniels,SF,6-6,205,"February 9, 1993",United States,2,Clemson
13,21,Chinanu Onuaku,C,6-10,245,"November 1, 1996",United States,R,Louisville
14,17,Isaiah Taylor,PG,6-3,170,"July 11, 1994",United States,R,Texas
15,12,Lou Williams,SG,6-1,175,"October 27, 1986",United States,11,
16,14,Troy Williams,SF,6-7,218,"December 30, 1994",United States,R,Indiana
17,30,Kyle Wiltjer,PF,6-10,240,"October 20, 1992",United States,R,"Kentucky, Gonzaga"
