,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19830,3047,6628,0.46,525,1451,0.362,2522,5177,0.487,1511,1911,0.791,928,2322,3250,1695,631,301,1268,1801,8130
1,Team/G,,241.8,37.2,80.8,0.46,6.4,17.7,0.362,30.8,63.1,0.487,18.4,23.3,0.791,11.3,28.3,39.6,20.7,7.7,3.7,15.5,22.0,99.1
2,Lg Rank,,18,8,11,14.0,12,12,11.0,11,14,14.0,22,27,4.0,13,27,25,17,7,26,18,13,12
3,Year/Year,,0.0%,-1.0%,-1.2%,0.001,-13.2%,-11.0%,-0.009,2.0%,1.9%,0.001,-8.5%,-9.2%,0.005,-8.4%,4.0%,0.1%,-0.1%,1.4%,-1.6%,5.0%,-6.8%,-3.3%
4,Opponent,82.0,19830,3126,6568,0.476,519,1437,0.361,2607,5131,0.508,1596,2124,0.751,954,2408,3362,1870,590,341,1233,1635,8367
5,Opponent/G,,241.8,38.1,80.1,0.476,6.3,17.5,0.361,31.8,62.6,0.508,19.5,25.9,0.751,11.6,29.4,41.0,22.8,7.2,4.2,15.0,19.9,102.0
6,Lg Rank,,18,23,18,28.0,18,17,19.0,26,15,28.0,13,15,15.0,20,11,14,25,16,9,16,29,22
7,Year/Year,,0.0%,-2.4%,-0.4%,-0.01,-4.2%,-0.6%,-0.014,-2.0%,-0.4%,-0.008,-6.8%,-5.8%,-0.008,-4.9%,4.0%,1.3%,-5.2%,-1.3%,-14.5%,3.3%,-10.2%,-3.4%
