,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2014-15,21.0,PHO,NBA,SF,40.0,614.0,14.0,0.551,0.098,0.089,7.3,7.9,7.6,6.6,1.5,1.1,10.8,17.8,0.7,0.4,1.1,0.085,-0.6,-0.4,-0.9,0.2
1,2015-16,22.0,PHO,NBA,SF,47.0,1070.0,15.7,0.549,0.159,0.145,5.7,9.3,7.5,7.2,1.7,1.2,6.4,19.9,1.7,0.6,2.2,0.101,0.5,-0.9,-0.5,0.4
2,2016-17,23.0,PHO,NBA,SF,66.0,2048.0,15.6,0.539,0.12,0.189,6.5,11.7,9.0,5.8,1.8,1.5,6.1,19.2,3.0,1.1,4.1,0.096,0.1,-0.7,-0.6,0.7
3,2017-18,24.0,PHO,NBA,SF,65.0,2142.0,17.6,0.541,0.085,0.24,6.1,10.5,8.3,7.2,1.5,1.5,6.7,24.9,2.6,0.8,3.4,0.077,0.8,-1.6,-0.7,0.7
4,2018-19,25.0,PHO,NBA,SF,43.0,1360.0,16.3,0.58,0.295,0.203,2.5,11.8,7.1,7.7,1.8,1.8,7.2,22.7,1.6,0.5,2.1,0.074,0.9,-1.1,-0.2,0.6
5,2019-20,26.0,IND,NBA,SF,67.0,2202.0,18.4,0.61,0.227,0.205,3.4,10.5,7.0,7.1,1.7,1.4,7.2,23.3,4.0,2.6,6.5,0.143,1.2,0.0,1.1,1.7
6,2020-21,27.0,IND,NBA,SF,4.0,117.0,11.6,0.56,0.137,0.196,1.9,11.1,6.5,6.5,0.8,0.0,6.7,21.6,0.1,0.1,0.1,0.045,-3.0,-2.5,-5.5,-0.1
7,Career,,,NBA,,332.0,9553.0,16.7,0.564,0.165,0.198,5.0,10.6,7.8,6.9,1.7,1.5,7.0,21.9,13.6,6.0,19.6,0.099,0.6,-0.8,-0.2,4.2
8,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5 seasons,,PHO,NBA,,261.0,7234.0,16.2,0.55,0.146,0.196,5.6,10.7,8.1,6.9,1.6,1.5,6.9,21.5,9.6,3.4,13.0,0.086,0.5,-1.0,-0.6,2.6
10,2 seasons,,IND,NBA,,71.0,2319.0,18.0,0.608,0.222,0.204,3.3,10.5,6.9,7.1,1.7,1.3,7.2,23.2,4.0,2.6,6.7,0.138,1.0,-0.2,0.8,1.6
