,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19880,3123,6918,0.451,729,2137,0.341,2394,4781,0.501,1484,2039,0.728,842,2793,3635,1938,672,397,1294,1491,8459
1,Team/G,,242.4,38.1,84.4,0.451,8.9,26.1,0.341,29.2,58.3,0.501,18.1,24.9,0.728,10.3,34.1,44.3,23.6,8.2,4.8,15.8,18.2,103.2
2,Lg Rank,,4,23,22,18.0,20,16,23.0,18,17,14.0,13,5,28.0,14,10,9,10,7,14,28,6,22
3,Year/Year,,0.3%,-1.4%,-0.1%,-0.006,-10.6%,-8.1%,-0.009,1.7%,4.0%,-0.011,15.8%,24.5%,-0.055,24.0%,0.8%,5.3%,-7.7%,-10.0%,-18.3%,5.5%,-5.0%,0.3%
4,Opponent,82.0,19880,3178,7155,0.444,893,2502,0.357,2285,4653,0.491,1280,1658,0.772,876,2722,3598,1919,738,424,1262,1768,8529
5,Opponent/G,,242.4,38.8,87.3,0.444,10.9,30.5,0.357,27.9,56.7,0.491,15.6,20.2,0.772,10.7,33.2,43.9,23.4,9.0,5.2,15.4,21.6,104.0
6,Lg Rank,,4,13,23,5.0,28,29,16.0,6,9,6.0,4,4,16.0,22,15,16,19,29,22,2,3,10
7,Year/Year,,0.3%,4.3%,1.4%,0.013,31.5%,24.6%,0.019,-3.5%,-7.9%,0.022,-6.3%,-8.4%,0.017,-7.2%,-5.1%,-5.6%,6.1%,4.5%,3.2%,-4.7%,17.9%,4.8%
