,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,34,Ray Allen,SG,6-5,205,"July 20, 1975",United States,8,UConn
1,24,Mateen Cleaves,PG,6-2,205,"September 7, 1977",United States,4,Michigan State
2,4,Nick Collison,C,6-10,255,"October 26, 1980",United States,R,Kansas
3,33,Antonio Daniels,PG,6-4,195,"March 19, 1975",United States,7,Bowling Green
4,30,Reggie Evans,PF,6-8,245,"May 18, 1980",United States,2,Iowa
5,21,Danny Fortson,C,6-7,260,"March 27, 1976",United States,7,Cincinnati
6,13,Jerome James,C,7-0,300,"November 17, 1975",United States,4,Florida A&M
7,11,Ibo Kutluay,SG,6-6,200,"July 1, 1974",Turkey,R,
8,7,Rashard Lewis,SF,6-10,215,"August 8, 1979",United States,6,
9,22,Ronald Murray,SG,6-4,190,"July 29, 1979",United States,2,"Meridian Community College, Shaw"
10,9,Vitaly Potapenko,C,6-10,280,"March 21, 1975",Ukraine,8,Wright State University
11,77,Vladimir Radmanovic,PF,6-10,227,"November 19, 1980",Bosnia & Herzegovina,3,
12,8,Luke Ridnour,PG,6-2,175,"February 13, 1981",United States,1,Oregon
13,31,Robert Swift,C,7-0,245,"December 3, 1985",United States,R,
14,12,Damien Wilkins,SF,6-6,225,"January 11, 1980",United States,R,"NC State, Georgia"
