,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,36,46,42,40,0.26,-0.19,0.07,109.4,109.1,98.4,0.312,0.314,0.508,11.4,22.2,0.233,0.532,12.4,80.7,0.165,Spectrum Center,671404
1,Lg Rank,20,11,17,17,17.0,23.0,18.0,13.0,16.0,8.0,1.0,22.0,25.0,2.0,16.0,1.0,23.0,25.0,1.0,1.0,,26
