,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,45,Cole Aldrich,C,6-11,250,"October 31, 1988",United States,1,Kansas
1,4,Nick Collison,PF,6-10,255,"October 26, 1980",United States,7,Kansas
2,14,Daequan Cook,SG,6-5,205,"April 28, 1987",United States,4,Ohio State
3,35,Kevin Durant,SF,6-10,240,"September 29, 1988",United States,4,Texas
4,37,Derek Fisher,PG,6-1,200,"August 9, 1974",United States,15,Little Rock
5,13,James Harden,SG,6-5,220,"August 26, 1989",United States,2,Arizona State
6,11,Lazar Hayward,SF,6-6,225,"November 26, 1986",United States,1,Marquette
7,9,Serge Ibaka,PF,6-10,235,"September 18, 1989",Congo - Brazzaville,2,
8,7,Royal Ivey,SG,6-3,200,"December 20, 1981",United States,7,Texas
9,15,Reggie Jackson,PG,6-2,208,"April 16, 1990",Italy,R,Boston College
10,6,Eric Maynor,PG,6-3,175,"June 11, 1987",United States,2,VCU
11,8,Nazr Mohammed,C,6-10,221,"September 5, 1977",United States,13,Kentucky
12,5,Kendrick Perkins,C,6-10,270,"November 10, 1984",United States,8,
13,33,Ryan Reid,PF,6-8,232,"October 30, 1986",United States,R,Florida State
14,2,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",Switzerland,5,
15,0,Russell Westbrook,PG,6-3,200,"November 12, 1988",United States,3,UCLA
