,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,4,Quincy Acy,PF,6-7,240,"October 6, 1990",United States,2,Baylor
1,45,Cole Aldrich,C,6-11,250,"October 31, 1988",United States,4,Kansas
2,21,Lou Amundson,PF,6-9,220,"December 7, 1982",United States,8,UNLV
3,7,Carmelo Anthony,SF,6-7,238,"May 29, 1984",United States,11,Syracuse
4,77,Andrea Bargnani,C,7-0,245,"October 26, 1985",Italy,8,
5,3,Jose Calderon,PG,6-3,200,"September 28, 1981",Spain,9,
6,11,Samuel Dalembert,C,6-11,255,"May 10, 1981",Haiti,12,Seton Hall
7,17,Cleanthony Early,SF,6-8,210,"April 17, 1991",United States,R,Wichita State
8,2,Langston Galloway,PG,6-1,200,"December 9, 1991",United States,R,Saint Joseph's
9,5,Tim Hardaway,SG,6-5,205,"March 16, 1992",United States,1,Michigan
10,0,Shane Larkin,PG,5-11,175,"October 2, 1992",United States,1,Miami (FL)
11,11,Ricky Ledo,SG,6-7,195,"September 10, 1992",United States,1,
12,9,Pablo Prigioni,PG,6-3,185,"May 17, 1977",Argentina,2,
13,21,Iman Shumpert,SG,6-5,215,"June 26, 1990",United States,3,Georgia Tech
14,1,Alexey Shved,SG,6-6,190,"December 16, 1988",Russia,2,
15,8,JR Smith,SG,6-6,225,"September 9, 1985",United States,10,
16,14,Jason Smith,C,7-0,240,"March 2, 1986",United States,6,Colorado State
17,1,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",United States,12,
18,42,Lance Thomas,PF,6-8,240,"April 24, 1988",United States,3,Duke
19,6,Travis Wear,SF,6-10,230,"September 21, 1990",United States,R,"UNC, UCLA"
