,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,10,Dragan Bender,PF,7-0,225,"November 17, 1997",ba,3,
1,12,Ky Bowman,PG,6-1,187,"June 16, 1997",us,R,Boston College
2,"8, 20",Alec Burks,SF,6-6,214,"July 20, 1991",us,8,Colorado
3,2,Willie Cauley-Stein,C,7-0,240,"August 18, 1993",us,4,Kentucky
4,32,Marquese Chriss,PF,6-9,240,"July 2, 1997",us,3,Washington
5,30,Stephen Curry,PG,6-3,185,"March 14, 1988",us,10,Davidson
6,10,Jacob Evans,SG,6-4,210,"June 18, 1997",us,1,Cincinnati
7,23,Draymond Green,PF,6-6,230,"March 4, 1990",us,7,Michigan State
8,1,Damion Lee,SG,6-5,210,"October 21, 1992",us,2,"Drexel, Louisville"
9,5,Kevon Looney,C,6-9,222,"February 6, 1996",us,4,UCLA
10,15,Mychal Mulder,SF,6-3,184,"June 12, 1994",ca,R,"Vincennes University, Kentucky"
11,21,Zach Norvell,SG,6-5,206,"December 9, 1997",us,R,Gonzaga
12,20,Jeremy Pargo,PG,6-2,219,"March 17, 1986",us,2,Gonzaga
13,7,Eric Paschall,PF,6-6,255,"November 4, 1996",us,R,"Fordham, Villanova"
14,3,Jordan Poole,SG,6-4,194,"June 19, 1999",us,R,Michigan
15,25,Chasson Randle,PG,6-2,185,"February 5, 1993",us,2,Stanford
16,22,Glenn Robinson,SF,6-6,222,"January 8, 1994",us,5,Michigan
17,0,D'Angelo Russell,PG,6-4,193,"February 23, 1996",us,4,Ohio State
18,6,Alen Smailagic,C,6-10,215,"August 18, 2000",rs,R,
19,4,Omari Spellman,C,6-8,245,"July 21, 1997",us,1,Villanova
20,95,Juan Toscano-Anderson,SG,6-6,209,"April 10, 1993",us,R,Marquette
21,22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",ca,5,Kansas
