,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19880,3489,7159,0.487,1077,2592,0.416,2412,4567,0.528,1366,1790,0.763,816,2972,3788,2373,689,498,1245,1701,9421
1,Team/G,,242.4,42.5,87.3,0.487,13.1,31.6,0.416,29.4,55.7,0.528,16.7,21.8,0.763,10.0,36.2,46.2,28.9,8.4,6.1,15.2,20.7,114.9
2,Lg Rank,,5,1,3,1.0,1,1,1.0,16,26,1.0,22,23,16.0,21,1,4,1,9,2,24,19,1
3,Year/Year,,0.8%,2.3%,0.3%,0.01,22.0%,16.9%,0.017,-4.6%,-7.2%,0.015,4.0%,4.7%,-0.005,-4.3%,5.6%,3.3%,5.6%,-9.6%,0.4%,5.1%,4.5%,4.5%
4,Opponent,82.0,19880,3188,7330,0.435,640,1928,0.332,2548,5402,0.472,1523,2013,0.757,937,2662,3599,1823,710,336,1185,1627,8539
5,Opponent/G,,242.4,38.9,89.4,0.435,7.8,23.5,0.332,31.1,65.9,0.472,18.6,24.5,0.757,11.4,32.5,43.9,22.2,8.7,4.1,14.5,19.8,104.1
6,Lg Rank,,5,21,29,3.0,6,13,2.0,25,29,4.0,22,23,17.0,25,9,15,16,24,3,15,19,19
7,Year/Year,,0.8%,5.2%,3.5%,0.007,8.1%,9.7%,-0.005,4.5%,1.4%,0.014,-0.7%,0.1%,-0.006,-2.7%,-1.0%,-1.5%,6.1%,4.4%,14.7%,-10.8%,5.6%,4.3%
