,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,31,Jarrett Allen,C,6-11,243,"April 21, 1998",United States,1,Texas
1,9,DeMarre Carroll,PF,6-6,215,"July 27, 1986",United States,9,"Vanderbilt, Missouri"
2,33,Allen Crabbe,SG,6-5,212,"April 9, 1992",United States,5,California
3,55,Mitch Creek,SF,6-5,216,"April 27, 1992",Australia,R,
4,17,Ed Davis,C,6-9,218,"June 5, 1989",United States,8,UNC
5,8,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",United States,4,Colorado
6,6,Jared Dudley,PF,6-6,237,"July 10, 1985",United States,11,Boston College
7,35,Kenneth Faried,C,6-8,220,"November 19, 1989",United States,7,Morehead State University
8,21,Treveon Graham,SG,6-5,219,"October 28, 1993",United States,2,VCU
9,12,Joe Harris,SG,6-6,220,"September 6, 1991",United States,4,Virginia
10,24,Rondae Hollis-Jefferson,SF,6-6,217,"January 3, 1995",United States,3,Arizona
11,0,Rodions Kurucs,SF,6-9,228,"February 5, 1998",Latvia,R,
12,22,Caris LeVert,SF,6-6,205,"August 25, 1994",United States,2,Michigan
13,0,Tahjere McCall,SG,6-5,195,"August 17, 1994",United States,R,Tennessee State
14,30,Dzanan Musa,SG,6-9,217,"May 8, 1999",Bosnia & Herzegovina,R,
15,13,Shabazz Napier,PG,6-0,175,"July 14, 1991",United States,4,UConn
16,10,Theo Pinson,SG,6-5,212,"November 5, 1995",United States,R,UNC
17,1,D'Angelo Russell,PG,6-4,193,"February 23, 1996",United States,3,Ohio State
18,15,Alan Williams,PF,6-8,265,"January 28, 1993",United States,3,UC Santa Barbara
