Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,20.0,MIA,NBA,SG,55,8,27.4,4.9,11.5,0.428,2.1,5.4,0.389,2.8,6.1,0.462,0.52,1.6,1.8,0.87,0.3,3.8,4.1,2.2,0.6,0.2,1.6,1.4,13.5
2020-21,21.0,MIA,NBA,SG,54,15,30.3,5.7,12.9,0.439,2.0,5.5,0.36,3.7,7.4,0.498,0.516,1.7,2.2,0.803,0.5,4.5,5.0,3.4,0.6,0.3,1.9,1.3,15.1
2021-22,22.0,MIA,NBA,SG,18,4,33.6,8.3,18.2,0.454,2.9,7.4,0.398,5.3,10.8,0.492,0.535,2.3,2.6,0.872,0.7,5.0,5.7,3.7,0.6,0.1,2.9,1.3,21.8
Career,,,NBA,,127,27,29.5,5.7,13.1,0.438,2.2,5.7,0.379,3.5,7.3,0.484,0.521,1.7,2.1,0.841,0.4,4.3,4.7,2.9,0.6,0.2,1.9,1.3,15.4
