Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,23.0,MIA,NBA,PG,9,83,1.2,0.297,0.73,0.0,0.0,6.5,3.4,10.1,2.9,0.0,2.6,20.2,-0.3,0.1,-0.2,-0.117,-8.5,-1.9,-10.4,-0.2
2020-21,24.0,MIA,NBA,PG,50,655,7.6,0.498,0.639,0.099,1.8,7.9,4.9,15.1,1.6,0.3,12.3,19.1,-0.4,0.5,0.2,0.011,-4.6,-1.1,-5.7,-0.6
2021-22,25.0,MIA,NBA,PG,13,151,7.8,0.466,0.488,0.049,5.2,6.3,5.8,20.1,1.3,0.0,17.7,14.6,0.0,0.1,0.2,0.06,-4.3,-0.1,-4.4,-0.1
Career,,,NBA,,72,889,7.0,0.47,0.63,0.08,2.2,7.5,4.9,15.5,1.7,0.2,12.0,18.4,-0.6,0.8,0.1,0.007,-4.9,-1.0,-5.9,-0.9
