,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,24,Tony Allen,SF,6-4,213,"January 11, 1982",United States,13,"Butler County Community College, Oklahoma State"
1,3,Omer Asik,C,7-0,255,"July 4, 1986",Turkey,7,
2,2,Ian Clark,SG,6-3,175,"March 7, 1991",United States,4,Belmont
3,4,Charles Cooke,SG,6-5,196,"July 1, 1994",United States,R,Dayton
4,0,DeMarcus Cousins,C,6-10,270,"August 13, 1990",United States,7,Kentucky
5,27,Jordan Crawford,SG,6-4,195,"October 23, 1988",United States,5,"Indiana, Xavier"
6,33,Dante Cunningham,SF,6-8,230,"April 22, 1987",United States,8,Villanova
7,23,Anthony Davis,PF,6-10,253,"March 11, 1993",United States,5,Kentucky
8,13,Cheick Diallo,PF,6-8,219,"September 13, 1996",Mali,1,Kansas
9,1,Larry Drew,PG,6-2,180,"March 5, 1990",United States,1,"UNC, UCLA"
10,44,Solomon Hill,SF,6-6,226,"March 18, 1991",United States,4,Arizona
11,11,Jrue Holiday,SG,6-3,205,"June 12, 1990",United States,8,UCLA
12,5,Mike James,PG,6-1,189,"August 18, 1990",United States,R,Lamar
13,12,Jalen Jones,SF,6-7,220,"May 27, 1993",United States,R,Texas A&M
14,25,Walt Lemon,PG,6-3,180,"July 26, 1992",United States,R,Bradley
15,34,DeAndre Liggins,SG,6-6,209,"March 31, 1988",United States,4,Kentucky
16,21,Darius Miller,SF,6-6,225,"March 21, 1990",United States,3,Kentucky
17,3,Nikola Mirotic,PF,6-10,250,"February 11, 1991",Montenegro,3,
18,55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",United States,6,Purdue
19,14,Jameer Nelson,PG,6-0,190,"February 9, 1982",United States,13,Saint Joseph's
20,50,Emeka Okafor,C,6-10,252,"September 28, 1982",United States,9,UConn
21,9,Rajon Rondo,PG,6-1,180,"February 22, 1986",United States,11,Kentucky
22,5,Josh Smith,PF,6-9,225,"December 5, 1985",United States,12,
