,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,32,50,34,48,-2.61,0.28,-2.33,108.1,110.8,96.7,0.268,0.322,0.503,12.9,24.4,0.21,0.52,13.0,72.7,0.215,Madison Square Garden (IV),790801
1,Lg Rank,23,8,21,21,22.0,5.0,22.0,17.0,23.0,2.0,28.0,2.0,12.0,12.0,27.0,28.0,28.0,17.0,21.0,7.0,,7
