,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,50,32,46,36,1.57,0.61,2.18,106.3,104.6,89.9,0.248,0.171,0.494,13.1,28.3,0.184,0.497,13.8,75.7,0.199,FedEx Forum,685458
1,Lg Rank,9,22,14,14,14.0,6.0,13.0,15.0,7.0,30.0,26.0,30.0,18.0,10.0,2.0,29.0,12.0,12.0,7.0,10.0,,20
