,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Dwayne Bacon,SG,6-6,221,"August 30, 1995",United States,1,Florida State
1,5,Nicolas Batum,SF,6-8,230,"December 14, 1988",France,10,
2,8,Bismack Biyombo,C,6-8,255,"August 28, 1992",Congo - Kinshasa,7,
3,0,Miles Bridges,SF,6-6,225,"March 21, 1998",United States,R,Michigan State
4,31,Joe Chealey,PG,6-3,190,"November 1, 1995",United States,R,College of Charleston
5,4,Devonte' Graham,PG,6-1,195,"February 22, 1995",United States,R,Kansas
6,41,Willy Hernangomez,C,6-11,250,"May 27, 1994",Spain,2,
7,44,Frank Kaminsky,C,7-0,240,"April 4, 1993",United States,3,Wisconsin
8,14,Michael Kidd-Gilchrist,PF,6-6,232,"September 26, 1993",United States,6,Kentucky
9,3,Jeremy Lamb,SG,6-5,180,"May 30, 1992",United States,6,UConn
10,6,Shelvin Mack,PG,6-3,203,"April 22, 1990",United States,7,Butler
11,55,JP Macura,SG,6-5,203,"June 5, 1995",United States,R,Xavier
12,1,Malik Monk,SG,6-3,200,"February 4, 1998",United States,1,Kentucky
13,9,Tony Parker,PG,6-2,185,"May 17, 1982",Belgium,17,
14,15,Kemba Walker,PG,6-0,184,"May 8, 1990",United States,7,UConn
15,2,Marvin Williams,PF,6-8,237,"June 19, 1986",United States,13,UNC
16,40,Cody Zeller,C,6-11,240,"October 5, 1992",United States,5,Indiana
