Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,22.0,PHO,NBA,SF,82,56,29.5,3.0,6.9,0.43,1.3,3.8,0.335,1.7,3.0,0.548,0.523,1.2,1.4,0.805,0.7,2.5,3.2,2.1,1.6,0.5,0.9,2.5,8.3
2019-20,23.0,PHO,NBA,SF,73,32,28.0,3.4,6.6,0.51,1.0,2.7,0.361,2.4,4.0,0.61,0.583,1.4,1.7,0.844,0.9,3.1,4.0,1.8,1.4,0.6,1.0,2.2,9.1
2020-21,24.0,PHO,NBA,SF,72,72,32.6,5.0,9.3,0.543,1.9,4.4,0.425,3.2,4.9,0.647,0.643,1.5,1.8,0.84,1.1,3.2,4.3,2.1,1.1,0.9,0.8,1.6,13.5
2021-22,25.0,PHO,NBA,SF,14,14,33.1,5.6,10.6,0.53,1.6,4.0,0.393,4.1,6.6,0.613,0.604,0.9,1.1,0.75,0.6,2.9,3.5,1.5,0.9,0.7,0.7,2.1,13.7
Career,,,NBA,,241,174,30.2,3.9,7.7,0.499,1.4,3.6,0.377,2.5,4.1,0.608,0.588,1.3,1.6,0.827,0.9,2.9,3.8,2.0,1.3,0.7,0.9,2.1,10.4
