Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,19.0,PHO,NBA,SF,32.0,8.0,17.0,2.1,3.8,0.562,0.1,0.3,0.273,2.0,3.4,0.591,0.574,0.9,1.3,0.707,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2.0,5.3
2017-18,20.0,TOT,NBA,SF,20.0,8.0,12.3,1.1,2.7,0.396,0.2,0.9,0.167,0.9,1.8,0.514,0.425,0.8,1.2,0.667,1.1,0.9,1.9,0.5,0.2,0.7,0.4,1.2,3.1
2017-18,20.0,PHO,NBA,SF,6.0,0.0,5.5,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.8,1.0,0.833,0.3,0.3,0.7,0.5,0.2,0.7,0.2,0.3,1.5
2017-18,20.0,MIA,NBA,SF,14.0,8.0,15.1,1.4,3.5,0.388,0.2,1.1,0.188,1.1,2.4,0.485,0.418,0.8,1.3,0.611,1.4,1.1,2.4,0.4,0.2,0.6,0.4,1.6,3.7
2018-19,21.0,MIA,NBA,SF,60.0,14.0,19.2,2.7,5.4,0.494,0.5,1.5,0.308,2.2,3.9,0.567,0.537,1.2,2.0,0.607,1.6,2.4,4.0,0.6,0.8,0.7,0.7,2.1,7.0
2019-20,22.0,MIA,NBA,SF,59.0,16.0,23.3,3.1,5.9,0.527,0.6,2.2,0.28,2.5,3.7,0.677,0.58,1.6,2.1,0.772,1.1,2.8,3.9,1.1,1.0,0.6,0.5,2.2,8.5
2020-21,23.0,POR,NBA,SF,58.0,43.0,22.7,2.5,5.2,0.484,0.7,2.3,0.316,1.8,2.9,0.619,0.554,1.0,1.6,0.648,1.3,2.2,3.5,0.8,0.6,0.9,0.6,2.2,6.8
2021-22,24.0,CHI,NBA,SF,4.0,0.0,14.8,1.5,2.5,0.6,0.3,1.0,0.25,1.3,1.5,0.833,0.65,1.0,1.0,1.0,0.5,1.5,2.0,0.0,1.0,1.8,0.0,0.5,4.3
Career,,,NBA,,233.0,89.0,20.2,2.5,5.0,0.505,0.5,1.7,0.293,2.0,3.3,0.612,0.554,1.2,1.7,0.684,1.3,2.2,3.4,0.7,0.7,0.7,0.5,2.0,6.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIA,NBA,,133.0,38.0,20.6,2.7,5.4,0.503,0.5,1.8,0.285,2.2,3.6,0.611,0.55,1.4,2.0,0.684,1.4,2.5,3.8,0.8,0.8,0.7,0.6,2.1,7.3
1 season,,POR,NBA,,58.0,43.0,22.7,2.5,5.2,0.484,0.7,2.3,0.316,1.8,2.9,0.619,0.554,1.0,1.6,0.648,1.3,2.2,3.5,0.8,0.6,0.9,0.6,2.2,6.8
2 seasons,,PHO,NBA,,38.0,8.0,15.2,1.8,3.3,0.56,0.1,0.3,0.231,1.8,2.9,0.598,0.572,0.9,1.2,0.723,1.1,1.1,2.2,0.4,0.4,0.4,0.4,1.7,4.7
1 season,,CHI,NBA,,4.0,0.0,14.8,1.5,2.5,0.6,0.3,1.0,0.25,1.3,1.5,0.833,0.65,1.0,1.0,1.0,0.5,1.5,2.0,0.0,1.0,1.8,0.0,0.5,4.3
