,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,0,Ty-Shon Alexander,SG,6-3,195,"July 16, 1998",United States,R,Creighton
1,22,Deandre Ayton,C,6-11,250,"July 23, 1998",Bahamas,2,Arizona
2,1,Devin Booker,SG,6-5,206,"October 30, 1996",United States,5,Kentucky
3,25,Mikal Bridges,SF,6-6,209,"August 30, 1996",United States,2,Villanova
4,4,Jevon Carter,PG,6-1,200,"September 14, 1995",United States,2,West Virginia
5,12,Torrey Craig,SF,6-7,221,"December 19, 1990",United States,3,USC Upstate
6,99,Jae Crowder,PF,6-6,235,"July 6, 1990",United States,8,Marquette
7,2,Langston Galloway,SG,6-1,200,"December 9, 1991",United States,6,Saint Joseph's
8,23,Cameron Johnson,PF,6-8,210,"March 3, 1996",United States,1,"Pitt, UNC"
9,30,Damian Jones,C,6-11,245,"June 30, 1995",United States,4,Vanderbilt
10,8,Frank Kaminsky,C,7-0,240,"April 4, 1993",United States,5,Wisconsin
11,55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",United States,9,Purdue
12,11,Abdel Nader,SF,6-5,225,"September 25, 1993",Egypt,3,"Northern Illinois, Iowa State"
13,3,Chris Paul,PG,6-0,175,"May 6, 1985",United States,15,Wake Forest
14,15,Cameron Payne,PG,6-1,183,"August 8, 1994",United States,5,Murray State
15,20,Dario Saric,C,6-10,225,"April 8, 1994",Croatia,4,
16,10,Jalen Smith,PF,6-10,215,"March 16, 2000",United States,R,Maryland
