,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,46,36,45,37,1.48,0.09,1.57,112.5,111.0,96.8,0.258,0.357,0.536,13.4,25.7,0.198,0.539,12.6,77.5,0.173,Pepsi Center,702796
1,Lg Rank,14,17,11,11,11.0,12.0,11.0,6.0,25.0,16.0,13.0,9.0,6.0,22.0,2.0,13.0,26.0,19.0,15.0,6.0,,20
