Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,19.0,DET,NBA,PG,26,18,25.8,2.7,7.7,0.353,0.8,2.8,0.278,2.0,5.0,0.395,0.403,0.5,0.7,0.824,0.2,2.4,2.7,5.3,1.0,0.4,3.2,2.2,6.8
2021-22,20.0,DET,NBA,PG,10,10,25.5,2.1,7.1,0.296,1.0,2.6,0.385,1.1,4.5,0.244,0.366,0.7,0.8,0.875,0.8,2.1,2.9,3.1,1.7,0.2,1.6,2.2,5.9
Career,,,NBA,,36,28,25.7,2.6,7.6,0.338,0.8,2.7,0.306,1.7,4.8,0.356,0.393,0.6,0.7,0.84,0.4,2.3,2.7,4.7,1.2,0.3,2.8,2.2,6.5
