,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Shareef Abdur-Rahim,PF,6-9,225,"December 11, 1976",United States,9,California
1,10,Mike Bibby,PG,6-1,190,"May 13, 1978",United States,7,Arizona
2,32,Francisco Garcia,SF,6-7,195,"December 31, 1981",Dominican Republic,R,Louisville
3,5,Jason Hart,PG,6-3,185,"April 29, 1978",United States,4,Syracuse
4,23,Kevin Martin,SG,6-7,199,"February 1, 1983",United States,1,Western Carolina University
5,52,Brad Miller,C,6-11,244,"April 12, 1976",United States,7,Purdue
6,15,Sergei Monia,SF,6-8,220,"April 15, 1983",Russia,R,
7,20,Vitaly Potapenko,C,6-10,280,"March 21, 1975",Ukraine,9,Wright State University
8,7,Ronnie Price,PG,6-2,190,"June 21, 1983",United States,R,"Nicholls State, Utah Valley"
9,31,Jamal Sampson,PF,6-11,235,"May 15, 1983",United States,3,California
10,54,Brian Skinner,PF,6-9,255,"May 19, 1976",United States,7,Baylor
11,16,Peja Stojakovic,SF,6-10,229,"June 9, 1977",Croatia,7,
12,9,Kenny Thomas,PF,6-7,261,"July 25, 1977",United States,6,New Mexico
13,42,Bonzi Wells,SG,6-5,210,"September 28, 1976",United States,7,Ball State University
14,34,Corliss Williamson,SF,6-7,245,"December 4, 1973",United States,10,Arkansas
15,93,Metta World Peace,SF,6-7,260,"November 13, 1979",United States,6,St. John's
