Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,21.0,BOS,NBA,C,32,2,8.8,1.1,1.6,0.706,0.0,0.0,,1.1,1.6,0.706,0.706,0.3,0.5,0.6,0.8,1.7,2.5,0.2,0.3,1.3,0.3,1.1,2.5
2019-20,22.0,BOS,NBA,C,29,1,13.4,2.2,3.0,0.727,0.0,0.0,,2.2,3.0,0.727,0.727,0.8,1.2,0.647,1.4,3.0,4.4,0.9,0.8,1.2,0.7,1.8,5.2
2020-21,23.0,BOS,NBA,C,52,13,18.9,3.6,5.0,0.721,0.0,0.0,0.0,3.6,4.9,0.727,0.721,0.9,1.4,0.616,2.6,4.3,6.9,1.8,0.8,1.8,1.0,2.0,8.0
2021-22,24.0,BOS,NBA,C,18,18,28.3,4.1,5.5,0.747,0.0,0.0,,4.1,5.5,0.747,0.747,1.1,1.7,0.645,3.6,4.8,8.4,1.2,0.8,1.8,1.0,1.6,9.3
Career,,,NBA,,131,34,16.5,2.7,3.8,0.726,0.0,0.0,0.0,2.7,3.8,0.729,0.726,0.7,1.2,0.627,2.0,3.5,5.5,1.1,0.7,1.5,0.8,1.7,6.2
