,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19705,3013,6788,0.444,758,2152,0.352,2255,4636,0.486,1361,1732,0.786,779,2544,3323,1767,613,396,1227,1900,8145
1,Team/G,,240.3,36.7,82.8,0.444,9.2,26.2,0.352,27.5,56.5,0.486,16.6,21.1,0.786,9.5,31.0,40.5,21.5,7.5,4.8,15.0,23.2,99.3
2,Lg Rank,,27,30,30,27.0,24,24,25.0,24,19,28.0,17,16,6.0,18,30,29,26,22,14,23,30,29
3,Year/Year,,-1.0%,1.0%,-1.0%,0.009,-1.2%,-0.8%,-0.001,1.7%,-1.0%,0.013,-9.5%,-9.7%,0.002,-12.1%,-2.9%,-5.2%,1.3%,-6.1%,15.1%,15.9%,3.3%,-1.1%
4,Opponent,82.0,19705,3046,6587,0.462,874,2377,0.368,2172,4210,0.516,1688,2196,0.769,782,2703,3485,1816,662,421,1210,1674,8654
5,Opponent/G,,240.3,37.1,80.3,0.462,10.7,29.0,0.368,26.5,51.3,0.516,20.6,26.8,0.769,9.5,33.0,42.5,22.1,8.1,5.1,14.8,20.4,105.5
6,Lg Rank,,27,1,1,17.0,16,12,20.0,1,2,17.0,30,30,18.0,12,12,8,9,21,23,9,10,13
7,Year/Year,,-1.0%,6.4%,1.9%,0.019,7.5%,3.4%,0.014,5.9%,1.1%,0.024,1.8%,-0.3%,0.016,2.8%,0.4%,0.9%,10.4%,15.3%,2.7%,3.3%,-2.0%,5.5%
