,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,30,Mark Blount,C,7-0,230,"November 30, 1975",United States,6,Pitt
1,31,Ricky Davis,SF,6-6,195,"September 23, 1979",United States,8,Iowa
2,4,Randy Foye,PG,6-4,213,"September 24, 1983",United States,R,Villanova
3,21,Kevin Garnett,PF,6-11,240,"May 19, 1976",United States,11,
4,41,Eddie Griffin,PF,6-10,220,"May 30, 1982",United States,4,Seton Hall
5,23,Trenton Hassell,SG,6-5,200,"March 4, 1979",United States,5,Austin Peay State University
6,16,Troy Hudson,PG,6-1,170,"March 13, 1976",United States,9,"Missouri, Southern Illinois"
7,13,Mike James,PG,6-2,188,"June 23, 1975",United States,5,Duquesne
8,55,Marko Jaric,SG,6-7,198,"October 12, 1978",Serbia,4,
9,35,Mark Madsen,C,6-9,240,"January 28, 1976",United States,6,Stanford
10,1,Rashad McCants,SG,6-4,207,"September 25, 1984",United States,1,UNC
11,9,Justin Reed,PF,6-8,240,"January 16, 1982",United States,2,Ole Miss
12,5,Craig Smith,PF,6-7,250,"November 10, 1983",United States,R,Boston College
13,6,Bracey Wright,SG,6-3,210,"July 1, 1984",United States,1,Indiana
