,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2012-13,26.0,SAS,NBA,C,16.0,141.0,8.8,0.521,0.028,0.333,10.4,15.5,13.1,5.2,0.4,3.1,21.0,17.1,0.0,0.2,0.1,0.05,-6.4,-0.6,-7.0,-0.2
1,2013-14,27.0,SAS,NBA,C,53.0,491.0,9.7,0.467,0.0,0.129,13.6,19.4,16.6,9.9,0.2,0.7,17.3,19.2,-0.1,0.6,0.6,0.055,-4.7,-1.0,-5.7,-0.5
2,2014-15,28.0,SAS,NBA,C,70.0,1122.0,15.9,0.618,0.012,0.318,11.2,20.7,16.1,4.9,0.7,1.5,14.8,17.8,2.3,1.6,3.9,0.166,-1.4,-0.4,-1.8,0.1
3,2015-16,29.0,DET,NBA,C,81.0,1233.0,17.8,0.563,0.005,0.43,11.9,22.5,17.0,6.6,0.9,3.2,12.8,18.5,2.4,1.7,4.1,0.158,-0.5,0.3,-0.2,0.6
4,2016-17,30.0,DET,NBA,C,75.0,1163.0,13.1,0.57,0.0,0.337,10.0,21.6,15.6,3.9,0.7,2.8,13.5,14.1,1.4,1.5,3.0,0.123,-3.2,0.5,-2.7,-0.2
5,2017-18,31.0,BOS,NBA,C,81.0,1485.0,12.0,0.502,0.047,0.175,9.7,22.1,16.0,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3.0,0.097,-3.6,0.7,-2.9,-0.3
6,2018-19,32.0,BOS,NBA,C,51.0,821.0,14.0,0.567,0.274,0.278,11.4,19.8,15.6,9.3,0.7,3.7,13.8,15.2,1.3,1.1,2.4,0.139,-1.8,0.3,-1.5,0.1
7,2019-20,33.0,PHO,NBA,C,42.0,934.0,15.2,0.581,0.441,0.197,8.3,20.0,14.1,10.9,0.5,2.1,10.8,21.1,1.3,0.8,2.1,0.107,-0.2,-0.8,-1.0,0.2
8,2020-21,34.0,TOR,NBA,C,53.0,980.0,10.5,0.503,0.339,0.135,9.4,21.7,15.3,7.0,0.8,2.3,12.5,16.2,0.1,0.9,1.0,0.049,-3.5,-1.3,-4.7,-0.7
9,Career,,,NBA,,522.0,8370.0,13.7,0.55,0.142,0.256,10.5,21.1,15.8,7.5,0.7,2.5,13.6,17.2,9.1,11.0,20.1,0.115,-2.3,-0.1,-2.4,-0.9
10,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2 seasons,,DET,NBA,,156.0,2396.0,15.5,0.566,0.003,0.391,11.0,22.1,16.3,5.3,0.8,3.0,13.1,16.4,3.8,3.2,7.0,0.141,-1.8,0.4,-1.4,0.4
12,3 seasons,,SAS,NBA,,139.0,1754.0,13.6,0.567,0.01,0.26,11.8,19.9,16.0,6.3,0.6,1.4,16.0,18.1,2.2,2.4,4.6,0.126,-2.7,-0.6,-3.3,-0.6
13,2 seasons,,BOS,NBA,,132.0,2306.0,12.8,0.524,0.123,0.209,10.3,21.3,15.8,9.5,0.7,3.2,14.1,16.3,1.7,3.6,5.4,0.112,-3.0,0.6,-2.4,-0.2
14,1 season,,TOR,NBA,,53.0,980.0,10.5,0.503,0.339,0.135,9.4,21.7,15.3,7.0,0.8,2.3,12.5,16.2,0.1,0.9,1.0,0.049,-3.5,-1.3,-4.7,-0.7
15,1 season,,PHO,NBA,,42.0,934.0,15.2,0.581,0.441,0.197,8.3,20.0,14.1,10.9,0.5,2.1,10.8,21.1,1.3,0.8,2.1,0.107,-0.2,-0.8,-1.0,0.2
