,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,8,Hilton Armstrong,C,6-11,235,"November 11, 1984",United States,3,UConn
1,40,Jon Brockman,PF,6-7,255,"March 20, 1987",United States,R,Washington
2,18,Omri Casspi,SF,6-9,225,"June 22, 1988",Israel,R,
3,15,Joey Dorsey,PF,6-8,268,"December 16, 1983",United States,1,Memphis
4,13,Tyreke Evans,SG,6-6,220,"September 19, 1989",United States,R,Memphis
5,32,Francisco Garcia,SG,6-7,195,"December 31, 1981",Dominican Republic,4,Louisville
6,20,Donte Greene,SF,6-11,226,"February 21, 1988",Germany,1,Syracuse
7,31,Spencer Hawes,C,7-1,245,"April 28, 1988",United States,2,Washington
8,24,Carl Landry,PF,6-9,248,"September 19, 1983",United States,2,"Vincennes University, Purdue"
9,23,Kevin Martin,SG,6-7,199,"February 1, 1983",United States,5,Western Carolina University
10,24,Desmond Mason,SF,6-7,224,"October 11, 1977",United States,9,Oklahoma State
11,42,Sean May,C,6-9,266,"April 4, 1984",United States,3,UNC
12,7,Dominic McGuire,SF,6-9,220,"October 20, 1985",United States,2,"California, Fresno State"
13,5,Andres Nocioni,SF,6-7,225,"November 30, 1979",Argentina,5,
14,10,Sergio Rodriguez,PG,6-3,176,"June 12, 1986",Spain,3,
15,17,Garrett Temple,SG,6-5,195,"May 8, 1986",United States,R,LSU
16,9,Kenny Thomas,PF,6-7,261,"July 25, 1977",United States,10,New Mexico
17,34,Jason Thompson,C,6-11,250,"July 21, 1986",United States,1,Rider University
18,3,Ime Udoka,SG,6-6,215,"August 9, 1977",United States,5,"San Francisco, Portland State"
19,19,Beno Udrih,PG,6-3,205,"July 5, 1982",Slovenia,5,
