,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,1979-80,26.0,HOU,NBA,PF,82.0,1545.0,10.3,0.498,0.008,0.276,10.2,17.2,13.6,5.6,1.5,2.4,20.3,14.1,-0.1,1.4,1.3,0.041,-2.3,0.0,-2.3,-0.1
1,1980-81,27.0,HOU,NBA,PF,68.0,1003.0,10.3,0.503,0.004,0.401,10.6,15.5,13.0,5.2,0.9,1.3,16.1,14.3,0.5,0.8,1.2,0.06,-1.9,-1.0,-2.9,-0.2
2,1981-82,28.0,HOU,NBA,PF,60.0,746.0,13.4,0.543,0.014,0.362,11.4,18.7,15.0,4.6,1.3,2.2,16.8,16.3,0.5,0.8,1.3,0.084,-1.5,-0.2,-1.7,0.1
3,1982-83,29.0,HOU,NBA,PF,60.0,878.0,11.9,0.478,0.006,0.328,13.1,19.4,16.0,6.5,1.2,1.4,18.9,20.0,-0.6,0.6,0.1,0.004,-2.7,-1.8,-4.4,-0.5
4,1983-84,30.0,HOU,NBA,PF,57.0,473.0,12.4,0.561,0.0,0.377,7.5,18.6,13.1,7.4,1.4,1.6,16.5,15.1,0.3,0.5,0.9,0.088,-1.5,0.6,-0.9,0.1
5,1984-85,31.0,DET,NBA,PF,47.0,418.0,11.1,0.589,0.0,0.586,11.5,20.8,16.0,4.2,1.0,1.8,24.2,13.3,0.2,0.5,0.7,0.081,-2.6,-0.2,-2.8,-0.1
6,Career,,,NBA,,374.0,5063.0,11.3,0.514,0.006,0.352,10.8,17.9,14.3,5.6,1.2,1.9,18.7,15.5,0.8,4.7,5.5,0.052,-2.1,-0.5,-2.6,-0.8
7,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5 seasons,,HOU,NBA,,327.0,4645.0,11.3,0.508,0.007,0.337,10.8,17.6,14.1,5.7,1.3,1.9,18.2,15.7,0.7,4.1,4.8,0.05,-2.1,-0.5,-2.6,-0.7
9,1 season,,DET,NBA,,47.0,418.0,11.1,0.589,0.0,0.586,11.5,20.8,16.0,4.2,1.0,1.8,24.2,13.3,0.2,0.5,0.7,0.081,-2.6,-0.2,-2.8,-0.1
