,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,Steven Adams,C,6-11,265,"July 20, 1993",New Zealand,1,Pitt
1,14,DJ Augustin,PG,5-11,183,"November 10, 1987",United States,6,Texas
2,4,Nick Collison,PF,6-10,255,"October 26, 1980",United States,10,Kansas
3,35,Kevin Durant,SF,6-10,240,"September 29, 1988",United States,7,Texas
4,9,Serge Ibaka,PF,6-10,235,"September 18, 1989",Congo - Brazzaville,5,
5,15,Reggie Jackson,PG,6-2,208,"April 16, 1990",Italy,3,Boston College
6,7,Grant Jerrett,PF,6-10,235,"July 8, 1993",United States,R,Arizona
7,3,Perry Jones,SF,6-11,235,"September 24, 1991",United States,2,Baylor
8,34,Enes Kanter,C,6-10,250,"May 20, 1992",Switzerland,3,
9,11,Jeremy Lamb,SG,6-5,180,"May 30, 1992",United States,2,UConn
10,33,Mitch McGary,PF,6-10,255,"June 6, 1992",United States,R,Michigan
11,2,Anthony Morrow,SG,6-5,210,"September 27, 1985",United States,6,Georgia Tech
12,6,Steve Novak,PF,6-10,225,"June 13, 1983",United States,8,Marquette
13,5,Kendrick Perkins,C,6-10,270,"November 10, 1984",United States,11,
14,21,Andre Roberson,SG,6-7,210,"December 4, 1991",United States,1,Colorado
15,5,Kyle Singler,SF,6-8,228,"May 4, 1988",United States,2,Duke
16,8,Ish Smith,PG,6-0,175,"July 5, 1988",United States,4,Wake Forest
17,31,Sebastian Telfair,PG,6-0,165,"June 9, 1985",United States,9,
18,42,Lance Thomas,SF,6-8,240,"April 24, 1988",United States,3,Duke
19,23,Dion Waiters,SG,6-3,215,"December 10, 1991",United States,2,Syracuse
20,0,Russell Westbrook,PG,6-3,200,"November 12, 1988",United States,6,UCLA
