,Rk,Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,1,Alex Abrines,SG,23,OKC,68,6,15.5,2.0,5.0,.393,1.4,3.6,.381,0.6,1.4,.426,.531,0.6,0.7,.898,0.3,1.0,1.3,0.6,0.5,0.1,0.5,1.7,6.0,1055,10.1,.560,.724,.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,,1.2,0.9,2.1,.096,,-1.3,-0.4,-1.6,0.1
1,2,Quincy Acy,PF,26,TOT,38,1,13.625,1.65,4.225,0.39,0.85,2.2,0.36,0.85,2.05,0.41,0.48,1.025,1.425,0.73,0.5,2.275,2.725,0.425,0.3,0.35,0.525,1.725,5.25,406.5,9.15,0.52,0.506,0.319,4.03,17.4,10.72,3.93,0.95,1.6,9.68,17.45,,0.375,0.375,0.75,0.038,,-3.25,-1.275,-4.55,0.025
2,3,Steven Adams,C,23,OKC,80,80,29.9,4.7,8.2,.571,0.0,0.0,.000,4.7,8.2,.572,.571,2.0,3.2,.611,3.5,4.2,7.7,1.1,1.1,1.0,1.8,2.4,11.3,2389,16.5,.589,.002,.392,13.0,15.4,14.2,5.4,1.8,2.6,16.0,16.2,,3.3,3.1,6.5,.130,,-0.2,0.0,-0.2,1.1
3,4,Arron Afflalo,SG,31,SAC,61,45,25.9,3.0,6.9,.440,1.0,2.5,.411,2.0,4.4,.457,.514,1.4,1.5,.892,0.1,1.9,2.0,1.3,0.3,0.1,0.7,1.7,8.4,1580,8.9,.559,.360,.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,,1.2,0.2,1.4,.043,,-2.1,-1.5,-3.6,-0.7
4,5,Alexis Ajinca,C,28,NOP,39,15,15.0,2.3,4.6,.500,0.0,0.1,.000,2.3,4.5,.511,.500,0.7,1.0,.725,1.2,3.4,4.5,0.3,0.5,0.6,0.8,2.0,5.3,584,12.9,.529,.022,.225,8.3,23.8,16.0,3.1,1.7,3.1,13.7,17.2,,0.0,0.9,1.0,.080,,-4.0,0.7,-3.3,-0.2
5,6,Cole Aldrich,C,28,MIN,62,0,8.6,0.7,1.4,.523,0.0,0.0,,0.7,1.4,.523,.523,0.2,0.4,.682,0.8,1.7,2.5,0.4,0.4,0.4,0.3,1.4,1.7,531,12.7,.549,.000,.256,11.0,23.9,17.4,6.4,2.4,3.7,15.1,9.4,,0.6,0.7,1.3,.116,,-2.3,1.5,-0.8,0.2
6,7,LaMarcus Aldridge,PF,31,SAS,72,72,32.4,6.9,14.6,.477,0.3,0.8,.411,6.6,13.8,.480,.488,3.1,3.8,.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3,2335,18.6,.532,.053,.258,8.5,16.6,12.7,9.9,1.0,3.0,7.7,24.5,,3.5,3.7,7.2,.149,,0.7,0.1,0.8,1.7
7,8,Lavoy Allen,PF,27,IND,61,5,14.3,1.3,2.8,.458,0.0,0.0,.000,1.3,2.7,.461,.458,0.4,0.5,.697,1.7,1.9,3.6,0.9,0.3,0.4,0.5,1.3,2.9,871,11.6,.485,.006,.196,13.7,14.5,14.1,9.1,1.0,2.4,13.7,10.9,,0.9,0.8,1.7,.093,,-1.5,-0.2,-1.7,0.1
8,9,Tony Allen,SG,35,MEM,71,66,27.0,3.9,8.4,.461,0.2,0.8,.278,3.6,7.6,.479,.473,1.1,1.8,.615,2.3,3.2,5.5,1.4,1.6,0.4,1.4,2.5,9.1,1914,13.3,.493,.091,.218,9.6,13.8,11.7,8.4,3.1,1.4,13.3,17.9,,0.2,2.9,3.1,.077,,-2.0,1.1,-1.0,0.5
9,10,Al-Farouq Aminu,PF,26,POR,61,25,29.1,3.0,7.6,.393,1.1,3.5,.330,1.9,4.2,.445,.468,1.6,2.2,.706,1.3,6.1,7.4,1.6,1.0,0.7,1.5,1.7,8.7,1773,11.3,.506,.455,.292,4.8,23.5,14.1,7.9,1.7,2.0,15.2,15.4,,-0.1,2.0,1.9,.051,,-1.4,0.4,-1.1,0.4
