,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,30,Carlos Arroyo,PG,6-2,202,"July 30, 1979",Puerto Rico,3,Florida International University
1,19,Raja Bell,SG,6-5,204,"September 19, 1976",U.S. Virgin Islands,4,"Boston University, Florida International University"
2,5,Carlos Boozer,PF,6-9,258,"November 20, 1981",Germany,2,Duke
3,22,Curtis Borchardt,C,7-0,240,"September 13, 1980",United States,1,Stanford
4,31,Jarron Collins,C,6-11,255,"December 2, 1978",United States,3,Stanford
5,6,Howard Eisley,PG,6-2,177,"December 4, 1972",United States,10,Boston College
6,10,Gordan Giricek,SG,6-6,210,"June 20, 1977",Croatia,2,
7,44,Ben Handlogten,C,6-10,240,"November 16, 1973",United States,1,Western Michigan
8,15,Matt Harpring,SF,6-7,231,"May 31, 1976",United States,6,Georgia Tech
9,43,Kris Humphries,PF,6-9,235,"February 6, 1985",United States,R,Minnesota
10,47,Andrei Kirilenko,PF,6-9,220,"February 18, 1981",Russia,3,
11,2,Randy Livingston,PG,6-4,209,"April 2, 1975",United States,8,LSU
12,24,Raul Lopez,PG,6-1,170,"April 15, 1980",Spain,1,
13,25,Keith McLeod,PG,6-2,188,"November 5, 1979",United States,1,Bowling Green
14,13,Mehmet Okur,C,6-11,249,"May 26, 1979",Turkey,2,
15,51,Aleksandar Radojevic,C,7-3,250,"August 8, 1976",Montenegro,1,Barton County Community College
16,3,Kirk Snyder,SG,6-6,225,"June 5, 1983",United States,R,Nevada
