,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,41,Lance Allred,C,6-11,250,"February 2, 1981",United States,R,"Utah, Weber State"
1,33,Devin Brown,SG,6-5,220,"December 30, 1978",United States,5,Texas-San Antonio
2,6,Shannon Brown,SG,6-4,205,"November 29, 1985",United States,1,Michigan State
3,45,Kaniel Dickens,PF,6-8,215,"July 21, 1978",United States,2,"Tyler Junior College, Idaho"
4,1,Daniel Gibson,PG,6-2,190,"February 27, 1986",United States,1,Texas
5,90,Drew Gooden,PF,6-10,250,"September 24, 1981",United States,5,Kansas
6,32,Larry Hughes,PG,6-5,184,"January 23, 1979",United States,9,Saint Louis
7,11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",Lithuania,9,
8,23,LeBron James,SF,6-9,250,"December 30, 1984",United States,4,
9,19,Damon Jones,SG,6-3,185,"August 25, 1976",United States,9,Houston
10,27,Dwayne Jones,PF,6-11,250,"June 9, 1983",United States,2,Saint Joseph's
11,24,Donyell Marshall,PF,6-9,218,"May 18, 1973",United States,13,UConn
12,14,Ira Newble,SG,6-7,220,"January 20, 1975",United States,7,Miami University
13,35,Demetris Nichols,SF,6-8,216,"September 4, 1984",United States,R,Syracuse
14,3,Sasha Pavlovic,SG,6-8,220,"November 15, 1983",Montenegro,4,
15,15,Cedric Simmons,PF,6-9,235,"January 3, 1986",United States,1,NC State
16,32,Joe Smith,PF,6-10,225,"July 26, 1975",United States,12,Maryland
17,20,Eric Snow,PG,6-3,190,"April 24, 1973",United States,12,Michigan State
18,10,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",Spain,8,Miami University
19,12,Billy Thomas,SF,6-4,208,"December 23, 1975",United States,2,Kansas
20,17,Anderson Varejao,C,6-10,273,"September 28, 1982",Brazil,3,
21,4,Ben Wallace,PF,6-9,240,"September 10, 1974",United States,11,Virginia Union University
22,13,Delonte West,PG,6-4,180,"July 26, 1983",United States,3,Saint Joseph's
