,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19780,3039,6294,0.483,499,1433,0.348,2540,4861,0.523,1559,2090,0.746,716,2449,3165,1930,701,402,1219,1816,8136
1,Team/G,,241.2,37.1,76.8,0.483,6.1,17.5,0.348,31.0,59.3,0.523,19.0,25.5,0.746,8.7,29.9,38.6,23.5,8.5,4.9,14.9,22.1,99.2
2,Lg Rank,,17,21,30,4.0,16,16,17.0,19,27,1.0,15,10,21.0,30,25,29,2,2,15,21,22,19
3,Year/Year,,-0.5%,-1.2%,-0.6%,-0.003,-7.2%,5.8%,-0.049,0.1%,-2.4%,0.013,-1.8%,0.7%,-0.019,-17.6%,-5.3%,-8.4%,3.7%,12.9%,3.9%,-4.8%,-4.3%,-1.7%
4,Opponent,82.0,19780,2880,6390,0.451,470,1375,0.342,2410,5015,0.481,1606,2152,0.746,868,2418,3286,1585,578,386,1283,1777,7836
5,Opponent/G,,241.2,35.1,77.9,0.451,5.7,16.8,0.342,29.4,61.2,0.481,19.6,26.2,0.746,10.6,29.5,40.1,19.3,7.0,4.7,15.6,21.7,95.6
6,Lg Rank,,17,3,4,9.0,4,5,4.0,5,6,11.0,21,25,5.0,9,8,9,6,13,15,2,8,5
7,Year/Year,,-0.5%,4.2%,-0.4%,0.02,-7.3%,-5.3%,-0.007,6.8%,1.0%,0.026,-1.2%,2.0%,-0.024,4.1%,7.5%,6.6%,2.1%,-1.2%,-0.8%,7.4%,-2.4%,2.3%
