,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,22,Morris Almond,SG,6-6,225,"February 2, 1985",United States,R,Rice University
1,5,Carlos Boozer,PF,6-9,258,"November 20, 1981",Germany,5,Duke
2,9,Ronnie Brewer,SG,6-7,220,"March 20, 1985",United States,1,Arkansas
3,31,Jarron Collins,C,6-11,255,"December 2, 1978",United States,6,Stanford
4,44,Kyrylo Fesenko,C,7-1,288,"December 24, 1986",Ukraine,R,
5,10,Gordan Giricek,SG,6-6,210,"June 20, 1977",Croatia,5,
6,15,Matt Harpring,SF,6-7,231,"May 31, 1976",United States,9,Georgia Tech
7,3,Jason Hart,PG,6-3,185,"April 29, 1978",United States,6,Syracuse
8,47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",Russia,6,
9,26,Kyle Korver,SG,6-7,212,"March 17, 1981",United States,4,Creighton
10,34,CJ Miles,SG,6-6,220,"March 18, 1987",United States,2,
11,24,Paul Millsap,PF,6-7,257,"February 10, 1985",United States,1,Louisiana Tech
12,13,Mehmet Okur,C,6-11,249,"May 26, 1979",Turkey,5,
13,17,Ronnie Price,PG,6-2,190,"June 21, 1983",United States,2,"Nicholls State, Utah Valley"
14,8,Deron Williams,PG,6-3,200,"June 26, 1984",United States,2,Illinois
