,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,3121,6714,0.465,524,1472,0.356,2597,5242,0.495,1406,1919,0.733,941,2272,3213,1771,587,224,1240,1821,8172
1,Team/G,,242.1,38.1,81.9,0.465,6.4,18.0,0.356,31.7,63.9,0.495,17.1,23.4,0.733,11.5,27.7,39.2,21.6,7.2,2.7,15.1,22.2,99.7
2,Lg Rank,,14,4,5,9.0,13,10,13.0,6,11,8.0,29,26,24.0,11,30,29,12,15,30,16,14,10
3,Year/Year,,0.0%,4.9%,2.3%,0.012,3.4%,10.3%,-0.024,5.2%,0.2%,0.023,-9.9%,-9.3%,-0.005,1.3%,-7.2%,-4.9%,0.1%,-1.7%,-17.0%,3.6%,-4.3%,1.9%
4,Opponent,82.0,19855,3201,6673,0.48,565,1537,0.368,2636,5136,0.513,1564,2109,0.742,1062,2468,3530,2077,615,433,1284,1718,8531
5,Opponent/G,,242.1,39.0,81.4,0.48,6.9,18.7,0.368,32.1,62.6,0.513,19.1,25.7,0.742,13.0,30.1,43.0,25.3,7.5,5.3,15.7,21.0,104.0
6,Lg Rank,,14,27,23,29.0,26,26,25.0,27,17,29.0,12,12,7.0,29,17,28,30,22,25,8,26,27
7,Year/Year,,0.0%,7.7%,4.5%,0.014,15.3%,11.0%,0.014,6.2%,2.8%,0.017,-6.4%,-5.7%,-0.005,27.6%,-0.3%,6.7%,12.5%,1.5%,4.6%,8.6%,-11.3%,5.3%
