,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2016-17,22.0,POR,NBA,SF,35.0,249.0,4.9,0.404,0.573,0.191,2.7,8.0,5.3,6.2,1.8,1.0,10.2,19.0,-0.4,0.1,-0.3,-0.054,-5.2,-1.2,-6.4,-0.3
1,2017-18,23.0,POR,NBA,SF,35.0,160.0,4.9,0.352,0.426,0.064,2.8,8.1,5.5,9.4,1.9,2.0,9.4,14.6,-0.3,0.2,-0.1,-0.021,-4.8,0.4,-4.3,-0.1
2,2018-19,24.0,POR,NBA,SF,71.0,1327.0,13.5,0.594,0.427,0.167,4.6,12.6,8.7,5.6,1.1,1.8,9.2,15.9,1.9,1.2,3.1,0.111,-0.1,-0.3,-0.5,0.5
3,2019-20,25.0,MIN,NBA,SF,23.0,505.0,10.3,0.544,0.402,0.179,3.4,8.7,6.0,4.4,1.6,1.6,11.1,17.7,0.0,0.3,0.3,0.03,-2.7,-1.0,-3.7,-0.2
4,2020-21,26.0,MIN,NBA,SF,45.0,627.0,11.4,0.577,0.424,0.201,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,0.2,0.5,0.7,0.051,-2.6,-0.1,-2.7,-0.1
5,Career,,,NBA,,209.0,2868.0,11.2,0.551,0.436,0.173,3.6,10.6,7.1,5.8,1.5,1.9,10.1,16.3,1.4,2.3,3.7,0.062,-1.8,-0.4,-2.3,-0.2
6,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3 seasons,,POR,NBA,,141.0,1736.0,11.5,0.544,0.45,0.163,4.2,11.6,7.9,6.1,1.3,1.7,9.4,16.3,1.2,1.5,2.7,0.075,-1.3,-0.4,-1.7,0.2
8,2 seasons,,MIN,NBA,,68.0,1132.0,10.9,0.561,0.413,0.19,2.7,9.2,5.9,5.5,1.9,2.2,11.3,16.3,0.2,0.8,1.0,0.041,-2.6,-0.5,-3.1,-0.3
