,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",United States,1,Texas
1,2,Steve Blake,PG,6-3,172,"February 26, 1980",United States,4,Maryland
2,44,Channing Frye,C,7-0,255,"May 17, 1983",United States,2,Arizona
3,0,Taurean Green,PG,6-0,177,"November 28, 1986",United States,R,Florida
4,1,Jarrett Jack,SG,6-3,200,"October 28, 1983",United States,2,Georgia Tech
5,33,James Jones,SF,6-8,218,"October 4, 1980",United States,4,Miami (FL)
6,9,Raef LaFrentz,C,6-11,240,"May 29, 1976",United States,9,Kansas
7,4,Josh McRoberts,PF,6-10,240,"February 28, 1987",United States,R,Duke
8,25,Travis Outlaw,PF,6-9,210,"September 18, 1984",United States,4,
9,10,Joel Przybilla,C,7-1,255,"October 10, 1979",United States,7,Minnesota
10,11,Sergio Rodriguez,PG,6-3,176,"June 12, 1986",Spain,1,
11,7,Brandon Roy,SG,6-6,215,"July 23, 1984",United States,1,Washington
12,24,Von Wafer,SG,6-5,210,"July 21, 1985",United States,2,Florida State
13,8,Martell Webster,SF,6-7,230,"December 4, 1986",United States,2,
