,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,26,56,28,54,-4.76,0.07,-4.69,106.4,111.6,90.4,0.34,0.178,0.486,14.7,31.4,0.255,0.513,14.1,69.5,0.275,Philips Arena,617817
1,Lg Rank,27,3,28,28,28.0,13.0,28.0,12.0,27.0,17.0,13.0,20.0,20.0,25.0,3.0,14.0,27.0,8.0,28.0,26.0,,29
