,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,20,Ray Allen,SG,6-5,205,"July 20, 1975",United States,15,UConn
1,30,Brandon Bass,PF,6-8,250,"April 30, 1985",United States,6,LSU
2,0,Avery Bradley,PG,6-3,180,"November 26, 1990",United States,1,Texas
3,4,Marquis Daniels,SG,6-6,200,"January 7, 1981",United States,8,Auburn
4,51,Keyon Dooling,SG,6-3,196,"May 8, 1980",United States,11,Missouri
5,5,Kevin Garnett,C,6-11,240,"May 19, 1976",United States,16,
6,50,Ryan Hollins,C,7-0,240,"October 10, 1984",United States,5,UCLA
7,12,JaJuan Johnson,PF,6-10,221,"February 8, 1989",United States,R,Purdue
8,55,E'Twaun Moore,PG,6-3,191,"February 25, 1989",United States,R,Purdue
9,7,Jermaine O'Neal,C,6-11,226,"October 13, 1978",United States,15,
10,11,Sasha Pavlovic,SF,6-8,220,"November 15, 1983",Montenegro,8,
11,34,Paul Pierce,SF,6-7,235,"October 13, 1977",United States,13,Kansas
12,28,Mickael Pietrus,SG,6-6,215,"February 7, 1982",Guadeloupe,8,
13,9,Rajon Rondo,PG,6-1,180,"February 22, 1986",United States,5,Kentucky
14,54,Greg Stiemsma,C,6-11,260,"September 26, 1985",United States,R,Wisconsin
15,44,Chris Wilcox,C,6-10,221,"September 3, 1982",United States,9,Maryland
16,56,Sean Williams,C,6-10,235,"September 13, 1986",United States,3,Boston College
