,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,44,38,39,43,-0.82,-0.28,-1.1,106.1,107.0,89.3,0.269,0.222,0.501,13.5,23.4,0.209,0.495,12.3,74.6,0.211,Philips Arena,641596
1,Lg Rank,13,18,17,17,16.0,23.0,18.0,21.0,13.0,27.0,29.0,15.0,12.0,18.0,29.0,27.0,12.0,29.0,11.0,5.0,,22
