,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,11,TJ Ford,PG,6-0,165,"March 24, 1983",United States,R,Texas
1,50,Dan Gadzuric,C,6-11,240,"February 2, 1978",Netherlands,1,UCLA
2,12,Marcus Haislip,PF,6-10,230,"December 22, 1980",United States,1,Tennessee
3,19,Damon Jones,PG,6-3,185,"August 25, 1976",United States,5,Houston
4,6,Brevin Knight,PG,5-10,173,"November 8, 1975",United States,6,Stanford
5,7,Toni Kukoc,PF,6-10,192,"September 18, 1968",Croatia,10,
6,3,Dan Langhi,SF,6-11,220,"November 28, 1977",United States,3,Vanderbilt
7,24,Desmond Mason,SF,6-7,224,"October 11, 1977",United States,3,Oklahoma State
8,6,Joel Przybilla,C,7-1,255,"October 10, 1979",United States,3,Minnesota
9,22,Michael Redd,SG,6-6,220,"August 24, 1979",United States,3,Ohio State
10,15,Daniel Santiago,C,7-1,256,"June 24, 1976",United States,2,"New Mexico, Saint Vincent College"
11,54,Brian Skinner,C,6-9,255,"May 19, 1976",United States,5,Baylor
12,8,Joe Smith,PF,6-10,225,"July 26, 1975",United States,8,Maryland
13,20,Erick Strickland,PG,6-3,210,"November 25, 1973",United States,7,Nebraska
14,5,Tim Thomas,SF,6-10,230,"February 26, 1977",United States,6,Villanova
15,44,Keith Van Horn,SF,6-10,220,"October 23, 1975",United States,6,Utah
